Location name,Amount spent (CHF)
Aargau,141
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,103
Basel-Landschaft,≤100
Bern,233
Canton of Geneva,232
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,≤100
Fribourg,183
Graubünden,≤100
Jura,≤100
Luzern,≤100
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,120
Unknown,≤100
Uri,≤100
Valais,154
Vaud,443
Zug,250
Zürich,507
