Location name,Amount spent (CLP)
Antofagasta Region,126262
Araucanía Region,82726
Arica y Parinacota Region,26423
Atacama Region,25636
Aysén Region,10789
Bío Bío Region,213663
Coquimbo Region,88749
Los Lagos Region,77873
Los Ríos Region,36244
Magallanes y la Antártica Chilena Region,15461
Maule Region,80459
O'Higgins Region,87967
Santiago Metropolitan Region,872138
Tarapacá Region,39491
Unknown,≤100
Valparaíso Region,170000
