Location name,Amount spent (NZD)
Auckland Region,3797
Bay of Plenty Region,510
Canterbury,814
Cook Islands,≤100
Gisborne District,≤100
Hawke's Bay,222
Manawatu-Wanganui,436
Marlborough Region,≤100
Nelson Province,≤100
Niue,≤100
Northland Region,354
Otago,506
Southland,187
Taranaki,203
Tasman District,≤100
Tokelau,≤100
Unknown,≤100
Waikato,761
Wellington Region,740
West Coast,≤100
