Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
404746486258732,Project Nanhi Kali,Project Nanhi Kali,72551,30
104516512296314,Kartikeya Sharma,Adv Tech,60448,118
113125761613615,Namma CM Bommai,Recro Media,29843,17
111527528465749,Rao Prem Singh,Rao Prem Singh,29324,25
330760810293224,HelpAge India,HelpAge India,26948,24
107395897271506,Kutumb,Swatantra Verma,23094,34
171570566373143,Healthcare Federation of India,Healthcare Federation of India,21821,2
30290552843,Greenpeace India,Greenpeace Environment Trust,21765,126
104878157547649,H Nagesh,Hk Ramesh,21281,30
174283119250672,Save the Children India,Bal Raksha Bharat,17028,84
270666596375251,Jhatkaa.org,Jhatkaa.org,12545,15
100593012792684,Keerthan Kumar,Keerthan Kumar,12465,7
104211439033799,Jagane Kavali,Jagane Kavali,11590,34
479998865355592,Aditya Birla Group,Aditya Birla Group,11313,7
105509495777453,సాలు దొర సెలవు దొర,selavudora.com,11108,51
100907784722781,QR 678,QR 678,10529,10
106329734356611,Gautham MarilingeGowda,Basavachetan,10354,10
383190408775460,K. C. Veerendra Puppy,Basavachetan,9971,4
243524299157863,Pushkar Singh Dhami,Pushkar Singh Dhami,8474,19
574079826086251,Phir Ek Baar Modi Sarkar,phirekbaarmodisarkar.com,8399,28
247698975430137,Basava Nadina Bhagiratha,Venkataramappa Ramesh,7964,7
1327351450720146,Pradhan Mantri Bhartiya Janaushadhi Pariyojana,Pharmaceuticals & Medical Devices Bureau of India,7941,3
108080828884036,Gehlot Phir Se,DesignBoxed,7940,10
107414168269023,Telangana Atma Gouravam,telanganaatmagouravam.com,7793,30
1770518973014321,Kuldeep Vats,Click2Public Technologies OPC Pvt. Ltd.,7723,7
200480966638039,Supremacy 1914,These ads ran without a disclaimer,7624,2
104819985853284,V6 Digital News,V6 Digital News,7355,3
100549119644561,Jo Ram Ko Laye Hain Hum Unko Layenge 2024,Abinash Moharana,6973,2
547354238619670,Dr. Ashwath Narayan,Vijay S,6968,3
327120054405346,Jagananna ki Thoduga,Jagan Anna ki Thoduga,6915,42
102617005585949,Ashok Jayaram,Vijay S,6906,4
110194685265228,Praveen Jha,Adv Tech,6198,7
248431212597208,MP बोले फिर भाजपा,mp2023.com,6193,24
170484126349815,Indian Cancer Society,Indian Cancer Society,6052,2
102754365335887,Udhay Anna,Udhay Anna,5880,21
103782051383159,School of Politics,School of Politics,5777,34
683396311762727,Manappa Vajjal,Manappa Vajjal,5537,7
442710802417591,Baljeet Yadav,Baljeet Yadav,5363,5
108102345201383,Pappu Gappu - पप्पू गप्पू,PappuGappu.com,5313,21
30290552843,Greenpeace India,Greenpeace India Society,5049,3
285029500623,CARE India,CARE India,5007,22
101962972506521,Shaik Alla Bakashu-SAB,These ads ran without a disclaimer,4896,1
326102339565,Oxfam India,Oxfam India,4776,11
1433526693616228,Himachali Rishta - हिमाचली रिश्ता डॉट कॉम,Himachali Rishta - हिमाचली रिश्ता डॉट कॉम,4738,4
889810991147251,Nyamar Karbak,Nyamar Karbak,4445,2
1785302198354679,Dr. Somendra Tomar,Chirag Aggarwal,4237,12
181343795352360,M. B. Patil,Venkataramappa Ramesh,4175,10
173132270075189,Dr. S Shivaraj Patil,Dr. S Shivaraj Patil,4163,3
116538674714016,ದೇವರಹಳ್ಳಿ ಸೋಮಶೇಖರ್ ಹುಣಸೂರು ಬಳಗ,Praveena S,4161,2
108863975396578,Bhumireddy For MLC,Bhumireddy For MLC,4080,7
282198256011533,PM Narendra Swamy,PM Narendra Swamy,3805,4
111127021583375,Jannapureddy Surender Reddy,Jannapureddy Surender Reddy,3798,2
111952081817086,Dr. Mahaveer S. Danigond,Prabhakar Basavaraj Aparaj,3754,3
109076322510196,Saviour Education Abroad,Saviour Education Abroad OPC Pvt Ltd,3724,19
105671775473178,Jan Suraaj,Jan Suraaj,3703,13
102112998968049,भाषण कला स्पेशल,Pavankumar Dadasaheb Jadhav,3495,4
103206797721245,Tollygunge Trinamool Congress,Mohammad Azharuddin,3490,1
102218576103904,Badlaav ki Aandhi Priyanka Gandhi,Badlaav Ki Aandhi Priyanka Gandhi,3476,13
104736419210593,PACE INDIA,PACE - PET PACKAGING ASSOCIATION FOR CLEAN ENVIRONMENT,3316,6
116188663565362,Kapil Dua,Subhasini Singh,3271,26
375141272567406,Ravindra Chavan,Ravindra Chavan,3254,10
1235786446534273,Ajeet Patil Kavhekar,Rahul Rajendra Birajdar,3213,3
103370585969591,Baghel ka Bharosa,Baghel Ka Bharosa,3206,30
462362870526149,Dr. Ashok Choudhary,Dr. Ashok Choudhary,3200,8
102584546049699,Kamal Nahin Kamalnath,Indirakalaalpurepanchsaal,3101,27
168545223213479,Omprakash Hudla,Pankaj Sharma,3098,1
110115671863420,Kacche Din,Kacche Din,3072,11
746568209028564,Dr. Basu Eye Hospital,Dr. Basu Eye Hospital,3069,4
779924902121386,Vinod Sonkar,Yash Bagh,3065,34
118227367824577,Garuda Aerospace Pvt Ltd,Garuda Aerospace Pvt Ltd,3045,4
1987488401557504,Mahathugbandhan - महाठगबंधन,Mahathugbandhan - महाठगबंधन,3042,12
184278081698180,Ashok Gehlot,Ashok Gehlot,2880,1
189271178483352,Five Lotus Indo German,Five Lotus Indo German,2845,14
107533605102536,Panchanagouda Dyamanagoudar Official,Panchanagouda Dyamanagoudar Official,2844,17
103086641366296,We Support Shri V Somanna,Sai Kiran,2794,3
201297423396745,Rajendra Agarwal,Ishan Agarwal,2755,4
155418314920954,Orchid HRD Trainings भाषणकला व राजकीय नेतृत्व कौशल्य प्रशिक्षण,Ganesh Subhashrao Lomte,2646,6
334992293683612,Dr. Pramod Sawant,Dr. Pramod Sawant,2598,1
2131431707147401,AgriCentral,JIVA AGSERVICES PRIVATE LIMITED,2587,1
999917373375145,VD Sharma,VD Sharma,2571,3
466835200043903,उमेद अभियान - Maharashtra State Rural Livelihoods Mission,MASRLM,2555,3
105209472211637,Voice of Andhra,Voice of Andhra,2547,6
1207048289400325,Jagat Bahadur Singh Annu,Ranjeet Singh Bisen,2542,14
105234459127980,Women Climate Collective,Women Climate Collective,2502,6
1762674497304794,R V Deshpande,R V Deshpande,2455,3
1559211387686845,Log 9 Materials,Log 9 Materials Scientific Private Limited,2453,6
103206797721245,Tollygunge Trinamool Congress,Nargis Khatun,2430,1
1826491730900559,Keshava Rajanna B,Abishek Nb,2382,34
103812439247204,Keshava Rajanna B Fanpage,Abishek Nb,2381,21
486980998032652,BJP Karnataka,Bharatiya Janata Party (BJP),2367,3
114233898263244,Indian Compass Videos,theindiancompass.com,2362,23
321228061382932,Pt. Shekhar Dixit,Websofy Software Private Limited,2350,13
531434090219534,Aam Aadmi Party Bangalore,Aam Aadmi Party Karnataka,2309,14
1401117106783618,Bjp Chhattisgarh,Bharatiya Janata Party,2305,42
110936924790236,Rajesh Lokhande,Rajaram Anant Parab,2279,1
355739144465220,BJP Madhya Pradesh,Bharatiya Janata Party (BJP),2274,6
102625849396266,Jcoder,Sattar Ali,2232,1
1041070232620031,Sesame Workshop - India,Sesame Workshop India,2220,2
108531050841926,Shanu Yadav,Shanu Yadav,2190,2
2205544183064603,Surender Panwar,Ashish Sakhuja,2164,18
102336812784306,Navonmesh Foundation,Ganesh Kumar,2142,3
102123079337554,International Society for Krishna Consciousness,ISKCON Delhi,2123,3
221256415973730,Ankuram IVF,Ankuram IVF,2119,2
335458910401571,Star Agriseeds Private Limited,These ads ran without a disclaimer,2099,11
101031682657397,Koppula Mahesh Reddy,K Mahesh Reddy,2065,2
107039538786110,Shivakanth Mahajan,Shivakanth Mahajan,2048,1
122131984855152,Dr. Debraj Shome,Dr. Debraj Shome,2042,2
