Location name,Amount spent (ZAR)
Eastern Cape,647
Free State,218
Gauteng,3305
KwaZulu-Natal,1078
Limpopo,253
Mpumalanga,260
North West,212
Northern Cape,151
Unknown,≤100
Western Cape,6227
