Page ID,Page name,Disclaimer,Amount spent (NOK),Number of ads in Library
10953652930,Høyre,Høyre,4404,46
234659001772,Arbeiderpartiet,Arbeiderpartiet,4125,1
371106536283235,DAG OG TID,Dag og Tid AS,3000,5
111345183340,Fagforbundet,Fagforbundet,2609,4
21603349508,NOAH - for dyrs rettigheter,NOAH - for dyrs rettigheter,2429,2
135843375926,UNICEF Norge,UNICEF Norge,2370,17
239677012734267,Fredrikstad Høyre,Fredrikstad Høyre,1848,3
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,1788,19
102264419459588,Akershus Høyre,Akershus Høyre,1696,3
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,1664,23
798750773559841,Bufdir,"Barne-, ungdoms-, og familiedirektoratet",1427,4
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,1196,4
313753051208,Norsk Landbruksrådgiving,These ads ran without a disclaimer,1098,4
157929987567626,Oslo MDG,OSLO MILJØPARTIET DE GRØNNE,1049,17
298357179829,Trondheim Arbeiderparti,Trondheim Arbeiderparti,990,5
2398568533531114,Velferdsmiks,NHO Geneo,830,20
144754334087,Trøndelag Arbeiderparti,Trøndelag Arbeiderparti,793,8
109668258634924,Fylkesordførerkandidat Per Olav Skurdal Hopsø,Trøndelag Arbeiderparti,757,9
58473863651,Amnesty International Norway,Amnesty International Norge,692,2
380405316155402,Stopp alzheimer og demens,Nasjonalforeningen for folkehelsen,611,8
132368899297,Framtiden i våre hender,Framtiden i våre hender,607,7
2869351156469363,Tonje Lavik - FrP,Asker FrP,603,3
796536693738193,LO Innlandet,LO,596,4
171368929594037,Vestland Høgre,Vestland Høgre,577,1
131631106897687,Øygarden FrP,Øygarden FrP,552,13
102203325950193,Ingvild Lemme Kristiansen,Stendi,487,9
153710294662597,Human-Etisk Forbund,Human-Etisk Forbund,471,3
100722841311675,"Kristiansand Pensjonistparti - Barn, Familie og Pensjonist",Kristiansand Pensjonistparti,443,8
