Location name,Amount spent (USD)
Azuay Province,556
Bolívar Province,121
Carchi Province,136
Cañar Province,167
Chimborazo Province,497
Cotopaxi Province,642
El Oro Province,642
Esmeraldas Province,309
Galápagos Province,≤100
Guayas Province,3206
Imbabura Province,685
Loja Province,334
Los Ríos Province,637
Manabí Province,1418
Morona-Santiago Province,200
Napo Province,126
Orellana Province,175
Pastaza Province,179
Pichincha Province,1635
Santa Elena Province,252
Santo Domingo de los Tsáchilas Province,327
Sucumbíos Province,114
Tungurahua Province,394
Unknown,≤100
Zamora-Chinchipe Province,151
