Location name,Amount spent (TWD)
Changhua,7291
Chiayi,1633
Hsinchu,3615
Hsinchu City,5495
Hualien,2666
Kaohsiung,22201
Keelung City,2900
Kinmen,441
Lienchiang,≤100
Miaoli,3753
Nantou,3205
New Taipei City,36198
Penghu,445
Pingtung,4368
Taichung,25203
Tainan,15885
Taipei,28167
Taitung,2039
Taoyuan City,22676
Unknown,2971
Yilan,2376
Yunlin,4381
