Location name,Amount spent (VND)
An Giang Province,33086
Bà Rịa–Vũng Tàu Province,25317
Bình Dương Province,32084
Bình Phước Province,21416
Bình Thuận Province,22681
Bình Định Province,23264
Bạc Liêu Province,9234
Bắc Giang Province,125866
Bắc Kạn Province,5826
Bắc Ninh Province,19541
Bến Tre Province,15686
Cao Bằng Province,6933
Cà Mau Province,11003
Cần Thơ,27944
Da Nang,20960
Gia Lai Province,21349
Haiphong,23793
Ho Chi Minh City,105800
Hà Giang Province,7039
Hà Nam Province,13947
Hà Tĩnh Province,21687
Hòa Bình Province,11775
Hưng Yên Province,13597
Hải Dương Province,30933
Hậu Giang Province,4755
Khánh Hòa Province,24805
Kiên Giang Province,22623
Kon Tum Province,7522
Lai Châu Province,2673
Long An Province,18999
Lào Cai Province,7411
Lâm Đồng Province,26471
Lạng Sơn Province,13651
Nam Định Province,28752
Nghệ An Province,47835
Ninh Bình Province,14765
Ninh Thuận Province,9669
Phú Thọ Province,24003
Phú Yên Province,15156
Quảng Bình Province,13321
Quảng Nam Province,25981
Quảng Ngãi Province,21243
Quảng Ninh Province,19895
Quảng Trị Province,17648
Sóc Trăng Province,14210
Sơn La Province,15812
Thanh Hóa Province,44276
Thái Bình Province,26279
Thái Nguyên Province,21418
Thừa Thiên–Huế Province,33814
Tiền Giang Province,20595
Trà Vinh Province,11946
Tuyên Quang Province,13938
Tây Ninh Province,20273
Vĩnh Long Province,11258
Vĩnh Phúc Province,15043
Yên Bái Province,11529
Điện Biên Province,6682
Đắk Lắk Province,110621
Đắk Nông Province,13112
Đồng Nai Province,54185
Đồng Tháp Province,19886
