Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,475
Bicol Region,5023
Cagayan Valley,2455
Calabarzon,11274
Caraga,1167
Central Luzon,9601
Central Visayas,4861
Cordillera Administrative Region,1031
Davao Region,2339
Eastern Visayas,2224
Ilocos Region,3932
Metro Manila,16054
Mimaropa,1857
Northern Mindanao,3535
Soccsksargen,1874
Unknown,≤100
Western Visayas,9448
Zamboanga Peninsula,1997
