Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
100771226087265,Susie's Tips,Susie's Tips,15466,40
408582579294175,UK government,UK Government,11127,26
102639461303190,Fair Pay For All,Fair Pay For All,7367,197
6233536938,War Child UK,War Child UK,5961,46
311627208673,WWF UK,WWF UK,4496,86
9250349228,Greenpeace UK,Greenpeace UK,3044,219
7715002593,UNICEF UK,Unicef UK,2800,4
10499876484,Compassion in World Farming,Compassion in World Farming,2135,109
7214031395,Oxfam Great Britain,Oxfam Great Britain,2004,24
10677003998,Shelter,Shelter,1939,469
841894835830532,Electoral Commission UK,Electoral Commission UK,1869,29
799576543492660,The Week Junior,The Week Junior,1787,40
211614899544570,Long Live The Local,British Beer & Pub Association,1592,32
348366988862054,Oxfam Campaigns,Oxfam Great Britain,1453,13
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,1447,34
260012884055691,Metropolitan Police Service,Metropolitan Police Service,1166,64
514212165305248,Leigh Day,Leigh Day,1103,62
483680375497477,Shell Energy,Shell Energy Retail Limited,1100,20
268801635305,Breast Cancer Now,Breast Cancer Now,1043,5
1046117708754519,Care4Calais,Care4Calais,1022,39
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,1019,9
13047522725,Crimestoppers,Crimestoppers,999,96
7527864602,WaterAid UK,WaterAid UK,968,49
208573062515662,Freedom from Torture,Freedom from Torture,929,141
103359739162746,The News Agents,The News Agents,885,6
103662352102391,Family Debt Help,Ian Keith Parsons,880,12
10114144851,NSPCC,NSPCC,880,14
35671512696,World Animal Protection UK,World Animal Protection UK,823,40
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),802,63
1613092172114946,DWP Digital,Department for Work and Pensions,790,6
165099760197787,Welsh Government,Welsh Government,783,336
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,762,1
121936349543,World Vision UK,World Vision UK,754,44
97116898596,Sightsavers,Sightsavers,714,52
47612991154,Dignity in Dying,Dignity in Dying,610,30
59367068326,The Ramblers,The Ramblers,576,8
177855115588808,The Week UK,The Week UK,575,30
248887561894779,Home Energy Scotland,Home Energy Scotland,568,8
26698813123,British Red Cross,British Red Cross,538,15
25749647410,The Labour Party,The Labour Party,509,523
143837658998810,WWT,Wildfowl and Wetlands Trust,498,25
103458012300068,Renters' Reform Coalition,Renters Reform Coalition,489,5
112482371099301,NUS UK - National Union of Students Campaigns,National Union of Students (United Kingdom),484,16
101602743218479,Stop It Now! UK and Ireland,"Stop It Now! UK and Ireland, The Lucy Faithfull Foundation",482,7
117476785190,Save the Children UK,Save the Children UK,476,10
2558329857727118,Families In Debt,Families in debt,461,2
18044497940,Plan International UK,Plan International UK,459,55
108951391565231,Help to Heat,Huw John Llewellyn,453,12
192492137520412,HETAS,HETAS,453,2
200006375787,38 Degrees,38 Degrees,442,14
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,441,6
394936823930287,Age International,Age International,436,6
7043497714,Christian Aid,Christian Aid,434,33
159100234275780,UK Government Scotland,Office of the Secretary of State for Scotland,433,4
8807334278,Conservatives,The Conservative Party,430,27
21242962092,ClientEarth,ClientEarth,396,9
308291623138631,Eco Footprint,Richard Lee Hughes,395,1
220543443746,International Rescue Committee - UK,International Rescue Committee UK,392,31
1738524969810037,Mission India UK,Mission India UK,383,9
603389616739829,Bite Back 2030,Bite Back 2030,374,26
107310464728068,Britain Remade,BRM Futures Limited,356,23
195754307110390,Right To Life UK,Right To Life UK,349,5
241312696375349,National Education Union,National Education Union,341,3
112712550420527,Ekō UK,SumOfUs,335,2
103835971750,Orbis UK,Orbis UK,334,39
18168505158,The Woodland Trust,Woodland Trust,331,45
210786739051667,Woodland Trust Cymru,Woodland Trust,315,8
34994060032,Students' Union UCL,Students' Union UCL,298,3
159969930741814,The Wildlife Trusts,The Wildlife Trusts,288,28
274651352565844,Oltco Ltd,Oltco Ltd,278,117
208189704820,Ellen MacArthur Foundation,Ellen MacArthur Foundation,277,54
6366026879,Dogs Trust,Dogs Trust,272,3
730993880393394,Michelle O'Neill,Sinn Féin,269,68
442816382865338,Social Security Scotland,Social Security Scotland,269,7
108780457170240,Cut Carbon Not Forests,Cut Carbon Not Forests,267,2
2047806148766050,Animal Equality UK,Animal Equality UK,265,1
110934940687948,"Sharon Graham - General Secretary, Unite the Union",Unite Sharon Graham,264,2
1160491283986885,Parent Club Scotland,Parent Club Scotland,263,13
139695000173,Good Energy,Good Energy,260,37
8555757947,Tearfund,Tearfund,256,30
490007667679401,Hugh James,Hugh James,255,4
1660600037490738,Guardian Labs,Guardian Labs,254,13
13695746395,Guide Dogs UK,Guide Dogs,251,16
19895907944,CAFOD,CAFOD,250,47
114651147002520,SSE Energy Solutions,SSE,248,12
18366996074,War on Want,War on Want,248,19
1645963095654688,Healthier Scotland,The Scottish Government,247,4
7624294394,Amnesty International UK,Amnesty International UK,245,26
358126247463,Speech and Language UK,Speech and Language UK,239,12
101958682650112,ESG UK,Energy Saving Grants,238,60
175316065881756,How to Waste Less Scotland,How to Waste Less Scotland,236,5
249209468838241,Good Law Project,Good Law Project,235,32
116625838402686,FareShare,FareShare,218,24
698773137204706,Give My View,Built-ID,216,18
912590792245688,NHS Negligence Claims,Online Legal Limited,211,1
138007436233900,Public Health Agency,Public Health Agency,210,6
284245658291357,Leukaemia Care,Leukaemia Care,208,21
97708339756,Action for Children,Action for Children,205,11
103156819362655,Essex Violence and Vulnerability Unit,Essex VVU,194,1
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,193,9
313376249090900,The Humane League UK,The Humane League UK,183,22
13533633585,National Trust,National Trust,177,3
8876787713,Mental Health Foundation,Mental Health Foundation,177,24
158845110844485,British Deaf Association,British Deaf Association,174,11
332342972847,SCIAF,SCIAF,171,11
246872175166,Action Against Hunger UK,Action Against Hunger UK,170,44
169042736456594,All Out,All Out,169,11
303381303198329,Local Government Boundary Commission for England,LGBCE,167,10
401847960644025,Extinction Rebellion UK,Extinction Rebellion,165,58
121292038029801,The Passage Charity,The Passage,164,10
353224381469808,ifaw,IFAW,163,15
166335402260,Scottish Water,Scottish Water,160,1
547761111920012,Anglian Water - Love Every Drop,Anglian Water,160,4
114738159729,"Praxis, for Migrants and Refugees","Praxis, for Migrants and Refugees",156,93
320344981331677,Net Zero Scotland,The Scottish Government,154,2
18933990398,Stonewall,Stonewall UK,150,6
190194154347100,Llywodraeth Cymru,Llywodraeth Cymru,150,183
11055104471,ONE,ONE Against Poverty (UK),148,8
1863944713844924,Best For Britain,Best for Britain,146,4
110538548040758,Care2 UK,John Ayling & Associates,139,17
1586251881644270,Keir Starmer,The Labour Party,127,127
158298700898126,Global Witness,Global Witness,124,9
39605200520,ActionAid UK,ActionAid UK,121,8
77680316823,Finisterre,Finisterre,118,2
113389667191398,ROOT ZERO,Puffin Produce,117,16
3190660567626119,Dad’s In Debt.,Dadsindebt,116,1
37981137361,The Children's Society,The Children's Society,116,42
125055554176404,Indesit,Indesit,114,2
237464113074951,Young Women's Trust,Young Women's Trust,111,3
349596960793,Leeds City Council,Leeds City Council,109,18
346684596111093,KinKind,KinKind Ltd,108,8
290498754454402,European Movement UK,European Movement UK,107,8
202798122688,Chatham House,Chatham House,105,5
100553032399423,The Fund for Global Human Rights UK,The Fund for Global Human Rights,≤100,8
102639461303190,Fair Pay For All,Maddison Clarke,≤100,2
175584152579855,Unite the union,Unite the union,≤100,1
45986010500,Barnardo's,Barnardo's,≤100,6
190429611012985,Wandsworth Council,Wandsworth Council,≤100,1
358706239805,Scope,Scope,≤100,14
263162170381168,The Salvation Army United Kingdom and Ireland Territory,The Salvation Army United Kingdom with the Republic of Ireland,≤100,9
113406386878484,FairChecks,FairChecks,≤100,2
126261804063269,Surrey County Council,Surrey County Council,≤100,5
601388547012748,Ecologi,Ecologi,≤100,81
8422578815,Soil Association,Soil Association,≤100,6
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,3
657070411062471,Anas Sarwar,Scottish Labour Party,≤100,7
38877517657,Ecotricity,Ecotricity,≤100,10
264444526901270,Human Aid & Advocacy,Human Aid & Advocacy,≤100,2
685018844928882,Labour North,The Labour Party,≤100,50
210400546162648,Development Bank of Wales,Development Bank of Wales,≤100,4
32514078659,Liberty,Liberty,≤100,2
349529338419493,Energy and Utilities Jobs,Joanne Hill,≤100,5
