Location name,Amount spent (EUR)
Central Finland,558
Central Ostrobothnia,187
Etelä-Savo,313
Kainuu,140
Kymenlaakso,367
Lapland (Finland),352
North Karelia,316
Northern Ostrobothnia,1025
Ostrobothnia (region),406
Pirkanmaa,1266
Pohjois-Savo,491
Päijät-Häme,572
Satakunta,358
South Karelia,206
Southern Ostrobothnia,426
Southwest Finland,1178
Tavastia Proper,441
Unknown,≤100
Uusimaa,5232
Åland Islands,≤100
