Location name,Amount spent (MYR)
Johor,315
Kedah,195
Kelantan,156
Kuala Lumpur,964
Labuan,≤100
Malacca,≤100
Negeri Sembilan,134
Pahang,298
Penang,152
Perak,232
Perlis,≤100
Putrajaya,≤100
Sabah,237
Sarawak,228
Selangor,1702
Terengganu,162
Unknown,≤100
