Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
104095962704249,SOS America PAC,SOS America PAC,96068,652
122258358636926,Sound of Freedom Movie,"Sound of Freedom, LLC",74851,95
107483817554072,WorkMoney,WorkMoney,35453,51
116821227998416,Protect Women Ohio,Protect Women Ohio,34454,30
101595972519760,Helping American Seniors,Helping American Seniors,32698,132
7860876103,Joe Biden,BIDEN VICTORY FUND,26213,149
113891694102,Energy Citizens,AMERICAN PETROLEUM INSTITUTE,18506,132
102915374460262,Shell USA,Shell,17931,24
18982436812,ACLU,American Civil Liberties Union,14756,70
24330467048,Americans for Prosperity,AMERICANS FOR PROSPERITY,13873,548
153080620724,Donald J. Trump,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE,12513,57
47710973068,Voices for Cooperative Power,Voices for Cooperative Power,12282,52
101669825968471,ABC News Studios,ABC News Studios,11438,3
106244251043808,America's Plastic Makers,"AMERICAN CHEMISTRY COUNCIL, INC.",10888,171
100364185463048,Angel Studios,"Angel Studios, Inc.",10863,12
1562713090633117,Operation Underground Railroad,OPERATION UNDERGROUND RAI,9732,42
123450447708791,Energy Upgrade California,California Public Utilities Commission,8909,61
105509609279570,Protect Our Constitution,Protect Our Constitution,8674,102
104623832132932,Perry Johnson,PERRY JOHNSON FOR PRESIDENT INC.,8613,23
124590333958971,Vote No in August: Protect One Person One Vote,One Person One Vote,8527,13
201248453800242,My Pay My Say,Mackinac Center for Public Policy,8335,28
897994503631860,HealthInsurance.net,ASSURANCE IQ INC,8248,24
1255705481272786,America250,AMERICA 250 FOUNDATION INC,7699,186
57259033959,AARP,AARP,7545,62
105338099205929,Safer Roads for All,Autonomous Vehicle Industry Association,7404,9
8492293163,Environmental Defense Fund,Environmental Defense Fund,7318,363
109599248636777,Consumer Credit Card Protection Coalition,CONSUMER CREDIT CARD PROTECTION COALITION,7307,123
134687123337151,CDC HIV,Let's Stop HIV Together,7275,85
114008535880,Foundation for Individual Rights and Expression,FOUNDATION FOR INDIVIDUAL RIGHTS IN EDUCATION,7029,93
200650357207240,I Love My Freedom,I Love My Freedom,6790,238
103875099042033,DailyWire+,The Daily Wire,6727,45
385473284886474,Hillsdale College,Hillsdale College,6652,128
172758932738142,PhRMA,PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,6375,55
203197030603239,8 Billion Trees,8 Billion Trees LLC,6153,23
102310491882678,Smart Daily Digest,Smart Daily Digest LLC,6102,26
192099380816126,Innovation Ohio,Innovation Ohio Education Fund,6000,4
1589261434655726,Advocate Alliance Group,Advocate Alliance Group LLC,5990,1
340153562850578,Tim Tebow,TIM TEBOW FOUNDATION,5930,10
304600892905134,Hillsdale College Online Courses,Hillsdale College,5889,44
92925746942,Judicial Watch,Judicial Watch,5788,108
6514736316,Walden University,Walden University,5707,11
1179947005448206,Own It Voice It,"RAI Services Company, a subsidiary of Reynolds American Inc.",5576,15
92021268117,Working America,Working America,5483,48
9062006483,REI,"RECREATIONAL EQUIPMENT, INC.",5422,36
314499212242,Pfizer,Pfizer Inc.,5192,103
905593239792927,National Geographic Documentary Films,National Geographic,5148,78
592707041080920,Stand Together,Stand Together Chamber of Commerce Inc.,4818,94
85452072376,NEWSMAX,"NEWSMAX MEDIA, INC.",4795,32
106583555450073,Bidencare Health Plans,Obamacareplans,4727,93
108774614054683,American Edge Project,American Edge,4727,57
10128918116,Gavin Newsom,Campaign for Democracy Committee,4693,12
109999331898234,My Affordable Care Act,The Burial Solution,4491,45
101174726376077,Colorado Speaker Series,Eminent Series Group,4483,3
1155212867963791,AFP Action,"AMERICANS FOR PROSPERITY ACTION, INC.(AFP ACTION)",4318,156
126297030950,Johnson & Johnson,Johnson & Johnson,4254,7
145917588805718,Dr Jordan B Peterson,The Daily Wire,4242,10
110483677935904,Team DeSantis,Ron DeSantis for President,4234,281
152759126824,Enbridge,Enbridge Inc.,4218,18
367292494407,AJC - American Jewish Committee,AMERICAN JEWISH COMMITTEE,4182,275
120945717945722,Uber,Uber,4001,50
