Location name,Amount spent (TRY)
Adana Province,12006
Adıyaman Province,1114
Afyonkarahisar Province,2771
Aksaray Province,1289
Amasya Province,1856
Ankara Province,28809
Antalya Province,18579
Ardahan Province,267
Artvin Province,1137
Aydın Province,5721
Ağrı Province,493
Balıkesir Province,6011
Bartın Province,1073
Batman Province,1249
Bayburt Province,232
Bilecik Province,1203
Bingöl Province,308
Bitlis Province,382
Bolu Province,1549
Burdur Province,1371
Bursa Province,15213
Denizli Province,5704
Diyarbakır Province,2193
Düzce Province,2300
Edirne Province,1186
Elazığ Province,1145
Erzincan Province,1138
Erzurum Province,2309
Eskişehir Province,6060
Gaziantep Province,9308
Giresun Province,4728
Gümüşhane Province,646
Hakkâri Province,258
Hatay Province,4707
Isparta Province,2505
Istanbul Province,162126
Iğdır Province,395
Kahramanmaraş Province,5064
Karabük Province,1191
Karaman Province,1269
Kars Province,862
Kastamonu Province,1415
Kayseri Province,10667
Kilis Province,825
Kocaeli Province,11032
Konya Province,11932
Kütahya Province,2865
Kırklareli Province,1028
Kırıkkale Province,1920
Kırşehir Province,1229
Malatya Province,4935
Manisa Province,7182
Mardin Province,1376
Mersin Province,6128
Muğla Province,3024
Muş Province,338
Nevşehir Province,1401
Niğde Province,1831
Ordu Province,5318
Osmaniye Province,3550
Rize Province,2770
Sakarya Province,2908
Samsun Province,9809
Siirt Province,399
Sinop Province,1396
Sivas Province,2484
Tekirdağ Province,5437
Tokat Province,3015
Trabzon Province,16539
Tunceli Province,140
Unknown,≤100
Uşak Province,2134
Van Province,1435
Yalova Province,1858
Yozgat Province,2330
Zonguldak Province,1804
Çanakkale Province,2917
Çankırı Province,683
Çorum Province,1370
İzmir Province,28453
Şanlıurfa Province,3340
Şırnak Province,752
