Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
101350709331663,Golkar 2024,Yayasan Golkar Institut SPKP,46879778,243
23383061178,Prabowo Subianto,indonesia Adil makmur,27320137,14
108132042285089,Erwin Aksa,Yayasan Golkar Institute,10851037,127
317965655213024,Gerakan Nahdliyyin Bersatu,Gerakan Nahdliyyin Bersatu,9332911,2
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,5076673,47
104054595928021,Bakti Untuk Rakyat,Bakti Untuk Rakyat,4976624,54
111864151754055,Esensi TV,Esensi Tv,4694254,126
193237974052689,Partai Keadilan Sejahtera,Partai Keadilan Sejahtera,3252397,9
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,2726623,4
104830667806476,Melihat Indonesia,Melihat Indonesia,2667122,82
107600565668590,Munafri Arifuddin,Yayasan Golkar Institute,2019020,13
106918395489616,Golkar Institute SPKP,Yayasan Golkar Institut SPKP,1952939,2
104899195891472,Berita Ganjar Pranowo,Berita Ganjar Pranowo,1708863,40
39684526732,Wanda Hamidah,Yayasan Infobox,1201097,3
397603117477041,Lindsey Afsari Puteri,Yayasan Golkar Institute,994409,10
110799152010497,Prabowo Lanjutkan Kepemimpinan,Prabowo Lanjutkan Kepemimpinan,586150,10
110419528729730,Golkar Makassar,Yayasan Golkar Institute,503811,25
1004727719661767,Rian Ernest,Yayasan Golkar Institute,500295,12
790156511331117,Tempo CekFakta,TEMPO MEDIA GROUP,496636,2
197545083607941,Harian Kompas,Harian Kompas,485926,11
110294151987732,Head Politika,Head Politika,485278,1
256838011014355,Partai Gerakan Indonesia Raya (Gerindra),Partai Gerindra,481337,5
112121504882485,GP Bali,Ganjar Nusantara Indonesia,455546,6
143840239716746,Indozone.id,PT. INDOZONE MEDIA INDONESIA,436980,8
112121101796090,Opini 2024,Opini 2024,433713,14
114105438017003,GP Nusa Tenggara Barat,Ganjar Nusantara Indonesia,427909,6
1547369918837496,Zulkifli Hasan,Media Center PAN,421357,3
101403669397488,Nikmatul Sugiyarto,Nikmatul Sugiyarto,381529,13
112376825007045,Dewi Juliani 2024,Dewi Juliani 2024,347330,7
39253583478,PDI Perjuangan,PDI Perjuangan,343313,32
1408188616062841,Sofitel Bali Nusa Dua,Sofitel Bali Nusa Dua Beach Resort,342507,1
102626198026698,Rika Sudjiman,Ganjar Nusantara Indonesia,318740,11
292939164731691,Relawan Herviano,Relawan Herviano,299993,6
642603442612516,Muktar Efendi Harahap,Muktar efendi harahap,299968,6
107314345341621,Zakiyuddin Harahap,Zakiyuddin harahap,299898,6
102656349157647,Tugimanisme,Tugimanisme,298867,13
100159712647702,Fakta Anies Baswedan,Fakta Anies Baswedan,294334,10
104844282389488,Kelas Digital Marketing,Kelas Digital Marketing,282285,7
101679818973699,Sahabat Ganjar Pranowo,Sahabat Ganjar Pranowo,250068,22
212811572075740,Pemerintah Kota Malang,Pemerintah Kota Malang,238658,4
572779142753263,Freeport Indonesia,Freeport Indonesia,233465,2
122874340743006,Jasa Ucapan Video,Jasa Ucapan Video,223390,4
104427162506872,Fakta Anies,Fakta Anies,219997,15
101760624522103,DPP Banteng Muda Indonesia,DPP Banteng Muda Indonesia,218063,18
110865154735990,Koran Harian Tanah Air,Koran Harian Tanah Air,217834,21
102060486500863,The Jakarta Post,PT. Bina Media Tenggara,212467,10
112365180213139,Kampus Langit,These ads ran without a disclaimer,208485,2
103330282779367,Dua Digits Creative,Dua Digits Creative,203624,4
1500140530273695,Kimia Farma Care,Kimia Farma,190829,1
104317482149268,DPRD Provinsi Jawa Timur,DPRD Provinsi Jawa Timur,190387,10
101674375744514,Media Cuan,Media Cuan,188883,13
103581752405141,Sobar Harahap,Sobar Harahap,178831,3
101629779030791,Ahmad Abdy Baramuli,Efendi Syafruddin,175041,1
306213619526427,Jusuf Kalla Fans Club,Jusuf Kalla Fans Club,172714,9
104217932476562,Ali Badrudin,Ali Badrudin,159283,5
2275806345802505,Muhammad Bima Januri,Partai Solidaritas Indoneisa,151998,1
338740510222539,"Rohmat Marzuki, S.Hut - Sarjana Kehutanan Mbangun Deso","Rohmat Marzuki, S.Hut - Sarjana Kehutanan Mbangun Deso",146007,5
111852080939563,Baruna Airlangga,These ads ran without a disclaimer,142491,1
111805655036485,Humas DPRD Pati,Humas DPRD Pati,140677,4
273454719936085,"Yohanis Fransiskus Lema, S.IP, M.Si","Yohanis Fransiskus Lema, S.IP, M.Si",139417,3
349963858704476,Komit Digital,Komit Digital,135596,12
111003051988471,Raendi Rayendra,Raendi Rayendra,130942,2
102273039070802,Info Terkini,Info Terkini,124870,12
101228692503239,Opini Publik,Opini Publik,120971,2
101670979099537,OverheardKonoha,OverheardKonoha,120011,2
1096538887134446,Reuters Plus,These ads ran without a disclaimer,114703,2
101804639078770,Unboxing Anies,Unboxing Anies,113308,2
110547131467051,Ikfina Fahmawati,Ikfina Fahmawati,103851,3
116111574772758,Ade Kaca,Ade Kaca,100781,1
100776135899424,Dr. H. Syamsurizal SE MM,Dr. H. Syamsurizal SE MM,100000,1
300085103441545,Lensa Edwin Pratama,Lensa Edwin Pratama,100000,1
102735702350673,Publikberhaktau,Publikberhaktau,97466,2
123323180670169,"Fadlan, S.IP","Fadlan, S.IP",96020,1
1050659478655286,"Andi Bakti Werang - Anggota DPRD Wajo Dapil Belawa, Maniangpajo, Gilireng",BAKTI untuk Negeri,89370,2
101203454841155,Kota Kite,Kota Kite,88823,3
105308715676825,Filosofi Indonesia,Ganjar Nusantara Indonesia,84397,8
105195635486519,Klise Nusantara,Ganjar Nusantara Indonesia,81121,5
803249480013556,Inside Tokopedia,These ads ran without a disclaimer,80978,1
104117921752426,Ganjaran App,Ganjaran App,80245,2
104799384898162,Indonesia Berkabar,Ganjar Nusantara Indonesia,79957,7
202555993805088,Caption,Ganjar Nusantara Indonesia,79664,4
552869771729487,JabarKita,JabarKita,79604,1
107957085656522,Jambi Untuk Ganjar,Ganjar Nusantara Indonesia,78920,4
1165819730216749,Global Ehsan Relief Indonesia,Global Ehsan Relief Indonesia,76729,1
