Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,524
Bicol Region,5325
Cagayan Valley,1128
Calabarzon,12616
Caraga,1517
Central Luzon,5060
Central Visayas,4181
Cordillera Administrative Region,717
Davao Region,3147
Eastern Visayas,1678
Ilocos Region,4975
Metro Manila,46130
Mimaropa,3736
Northern Mindanao,2035
Soccsksargen,1908
Unknown,≤100
Western Visayas,6689
Zamboanga Peninsula,2277
