Location name,Amount spent (NOK)
Akershus,2945
Aust-Agder,581
Buskerud,1536
Finnmark,503
Hedmark,1095
Hordaland,2967
Møre og Romsdal,1906
Nord-Trøndelag,813
Nordland,1762
Oppland,1026
Oslo,7538
Rogaland,2453
Sogn og Fjordane,624
Sør-Trøndelag,1591
Telemark,867
Troms,1055
Unknown,≤100
Vest-Agder,1251
Vestfold,1278
Østfold,1624
