Location name,Amount spent (NOK)
Akershus,3351
Aust-Agder,591
Buskerud,1474
Finnmark,442
Hedmark,931
Hordaland,3691
Møre og Romsdal,3519
Nord-Trøndelag,730
Nordland,1357
Oppland,941
Oslo,5896
Rogaland,3089
Sogn og Fjordane,568
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,1794
Telemark,1427
Troms,1058
Unknown,≤100
Vest-Agder,1140
Vestfold,2178
Østfold,1954
