Location name,Amount spent (ZAR)
Eastern Cape,717
Free State,489
Gauteng,2571
KwaZulu-Natal,1209
Limpopo,301
Mpumalanga,381
North West,281
Northern Cape,232
Unknown,≤100
Western Cape,8673
