Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
109637397268775,Nyugati Pályán,Splendidea Communications Kft,263564,7
543788999005363,ORIGO,Mediaworks Hungary Zrt.,212526,10
109414841321682,Magyar Falu Program,Magyar Falu Program,131244,15
178362315106,European Parliament,European Parliament,124177,16
248172631940,Mandiner,Mediaworks Hungary Zrt.,97114,11
191461774219575,hirado.hu,hirado.hu,85912,32
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,75483,8
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,67869,7
47198507012,LMP - Magyarország Zöld Pártja,LMP - Magyarország Zöld Pártja,65324,5
211156277497,WWF Hungary,WWF Hungary,59692,28
461099763986577,Szabó Szabolcs,Szabó Szabolcs,55427,1
294815374340858,Donáth Anna,Donáth Anna - Momentum,52716,1
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,48101,5
1232913973409781,Provident Pénzügyi Zrt.,These ads ran without a disclaimer,45152,4
106280224056208,Gelencsér Ferenc,Momentum Mozgalom,44335,2
1880809845328535,Dobrev Klára,Demokratikus Koalíció,42439,10
264517713636590,PestiSracok.hu,PestiSrácok.hu,40898,10
594088897289853,Alapjogokért Központ,Alapjogokért Központ,38315,19
187280168720178,NE HAGYD,International Organization for Migration (IOM) Hungary,37664,15
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,35394,17
365977046868250,Nemzeti Agrárgazdasági Kamara - NAK,Nemzeti Agrárgazdasági Kamara,31889,3
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,28384,5
2123879007657024,Momentum Eger,Momentum Mozgalom,23430,4
614294538753164,Dunántúli Regionális Vízmű Zrt. hivatalos oldala,Dunántúli Regionális Vízmű Zrt.,22945,9
131283758531,HVG,HVG Kiadó ZRt.,21131,9
592204747588011,Momentum Mozgalom,Momentum Mozgalom,20540,2
132593883577930,Dr. Keresztes László Lóránt,LMP - Magyarország Zöld Pártja,19790,4
781030738624077,Gyöngyösi Márton,Jobbik Magyarországért Mozgalom,19482,3
76748198685,Budapest Pride,Budapest Pride,19197,12
851784814892644,Simicskó István,KDNP frakció,18545,2
35634348348,Greenpeace Magyarország,Greenpeace Magyarország,17948,5
128573907819549,Fekete-Győr András,Momentum Mozgalom,17821,2
431912934327201,Lőcsei Lajos,Momentum Mozgalom,17812,1
345496092135627,Hír TV,Mediaworks Hungary Zrt.,16687,4
408924035951553,Körforrás,Körforrás,16208,33
92932085233,TASZ,TASZ,15653,4
150219742265121,Bedő Dávid,Bedő Dávid - Momentum,15593,3
100299381703981,Ps TV,PestiSrácok.hu,14062,2
44847086574,Amnesty International Magyarország,Amnesty International Magyarország,14010,7
189020783523,Mathias Corvinus Collegium - MCC,Mathias Corvinus Collegium Alapítvány,13860,9
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,13767,2
221761091331222,Danube Institute,Danube Institute,13223,19
1584646591763647,Kanász-Nagy Máté,LMP - Magyarország Zöld Pártja,13062,8
415653125518050,Hajnal Miklós,Momentum Mozgalom,12820,2
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,12708,7
14226545351,Red Bull,These ads ran without a disclaimer,12653,1
376436808069,Eventim - Ticket Express Hungary,TEX Hungary Kft.,11684,1
193944440638410,Karácsony Gergely,Budapest Főváros Önkormányzat,11632,2
103607814480517,Kovács Alex Gábor,Kovács Alex Gábor,10166,4
1534911313439123,Ripost,Ripost,10062,2
113684438795574,Párbeszéd Magyarországért,Párbeszéd Magyarországért,10005,7
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,10000,2
108346693873484,Győrffy Balázs,Balazs Gyorffy,9762,2
132601530109047,Eötvös Károly Közpolitikai Intézet / Eötvös Károly Policy Institute,Eötvös Károly Közpolitikai Intézet,9349,6
108248022589754,Bosch Magyarország,Bosch Magyarország,9322,8
113375923695023,Fidesz Budapest,Fidesz Budapest,9251,7
734217673259088,Ujhelyi István dr.,Ujhelyi István EP-képviselő,9243,63
287770891404,Jobbik-Konzervatívok,Jobbik Magyarországért Mozgalom,9061,1
142116653162328,Márki-Zay Péter,Márki-Zay Péter,9003,15
268042136672212,Századvég,Századvég Közéleti Tudásközpont Alapítvány,8823,2
537817739693723,Brain Bar,Brain Bar,8821,12
102426795954406,Nobilis Márton,Nobilis Márton,7924,15
578981892538123,Momentum Gyöngyös,Momentum Mozgalom,7578,1
332335697435625,Zsikó Zoltán,Zoltán Zsikó,7414,3
136387873164491,Csárdi Antal,LMP - Magyarország Zöld Pártja,7215,4
294815374340858,Donáth Anna,Momentum Mozgalom,6924,4
682448271826776,Cseh Katalin,Momentum Mozgalom,6804,3
262210841133463,Momentum Székesfehérvár,Momentum Mozgalom,6604,1
1215492498464496,Angyal Károly,Angyal Károly Tibor,6384,4
135049793193159,IH Rendezvényközpont,Green Team Event & Marketing Kft.,6366,9
1237616006358749,Kékes Online,Kékes Online,6193,7
103922897650335,Bakos Bernadett,LMP - Magyarország Zöld Pártja,6152,5
100241004684178,Balázs Endre - Momentum,Momentum Mozgalom,5876,2
109400335280737,Dóka Milán,Milán Dóka,5875,2
510078013063912,Rózsa László Péter,Rózsa László Péter,5807,5
105774734948091,Hungarian Conservative,Hungarian Conservative,5707,14
348148758663062,Indahouse Hungary,InDaHouse Hungary Egyesület,5637,3
221754767906167,Bencsik János - A Tatai medencéért,Bencsik János,5491,3
386132578063762,Balaicz Zoltán,Balaicz Zoltán,5471,5
193640214178356,Gyopáros Alpár,Gyopáros Alpár,5448,4
2552532618151148,Újpesti Hírek,Újpesti Hírek,5430,1
618962048554434,Havasi Gábor,Momentum Mozgalom,5156,2
1215492498464496,Angyal Károly,LMP - Magyarország Zöld Pártja,5131,6
270741976461920,Farkas Éva Erzsébet,Farkas Éva Erzsébet Hivatalos Oldala,5104,2
1493071807593698,Papp László,Papp László,4900,2
105097844200628,EzaLényeg.hu - Pestlőrinc,EzaLényeg.hu,4832,8
103911652142849,Lados Tamás,Momentum Mozgalom,4814,2
718997391564454,Énbudapestem,Budapest Főváros Önkormányzat,4712,1
105129068891221,Frisshirek.hu,Genesis Médiacsoport Kft.,4655,2
930524713813621,Veszprém Vármegyei Kormányhivatal,Miniszterelnökség,4619,2
662957714132384,Baranya Vármegyei Kormányhivatal,Miniszterelnökség,4596,2
613386915353854,Pest Vármegyei Kormányhivatal,Miniszterelnökség,4541,2
760926210681362,Békés Vármegyei Kormányhivatal,Miniszterelnökség,4535,2
206829842043,Rétvári Bence,Rétvári Bence,4507,5
463251933733036,Csongrád-Csanád Vármegyei Kormányhivatal,Miniszterelnökség,4479,3
265335314409901,Zala Vármegyei Kormányhivatal,Miniszterelnökség,4473,2
2319973661602539,Fejér Vármegyei Kormányhivatal,Miniszterelnökség,4469,2
2157309410973606,Borsod-Abaúj-Zemplén Vármegyei Kormányhivatal,Miniszterelnökség,4467,2
2214391078645398,Jász-Nagykun-Szolnok Vármegyei Kormányhivatal,Miniszterelnökség,4458,2
2155947464718423,Heves Vármegyei Kormányhivatal,Miniszterelnökség,4457,2
998942343645630,Győr-Moson-Sopron Vármegyei Kormányhivatal,Miniszterelnökség,4455,2
434504927308376,Szabolcs-Szatmár-Bereg Vármegyei Kormányhivatal,Miniszterelnökség,4448,2
105887365405042,Kunffy Art,These ads ran without a disclaimer,4435,1
1895540780551498,Komárom-Esztergom Vármegyei Kormányhivatal,Miniszterelnökség,4422,2
416013835184013,Somogy Vármegyei Kormányhivatal,Miniszterelnökség,4420,2
1429644723963832,Tolna Vármegyei Kormányhivatal,Miniszterelnökség,4381,2
286146221590937,Direkt36,Direkt36,4352,2
280352548659958,Bács-Kiskun Vármegyei Kormányhivatal,Miniszterelnökség,4345,2
453802905161311,Nógrád Vármegyei Kormányhivatal,Miniszterelnökség,4341,2
2244329389155255,Vas Vármegyei Kormányhivatal,Miniszterelnökség,4328,2
237088069704442,Kósa Ádám,"Adam Kosa, Member of the European Parliament",4299,1
1944720419101498,Dr. Lévai István Zoltán,Dr. Lévai István Zoltán,4159,1
177477379482620,MKKP BP XII. kerület,Magyar Kétfarkú Kutya Párt,4104,4
506348326210466,Ungár Péter,LMP - Magyarország Zöld Pártja,3970,5
623719727672871,Nestlé,Nestlé Hungária Kft.,3949,1
244669668913278,Ökopolisz Alapítvány,Ökopolisz Alapítvány,3895,1
100241004684178,Balázs Endre - Momentum,Balázs Endre,3823,1
103478164920832,Rubicon Intézet,Rubicon Intézet,3820,13
113043410066839,Momentum Zala,Momentum Mozgalom,3793,4
111861546845910,Fidesz I. kerület,Fidesz,3733,3
663275900445898,Ragány Misa,These ads ran without a disclaimer,3710,1
102877499117068,Pálfalvi Milán Nézőpontja,Nézőpont,3686,1
147633001941737,kisalfold.hu,kisalfold.hu,3662,1
282290595766672,Hidegkuti Szabolcs,Momentum Mozgalom,3656,1
100854821274719,Sajgó György - Momentum,Momentum Mozgalom,3656,1
713504822019923,Fidesz Székesfehérvár,Fidesz,3565,2
