Location name,Amount spent (JPY)
Aichi Prefecture,40016
Akita Prefecture,3140
Aomori Prefecture,4131
Chiba Prefecture,31193
Ehime Prefecture,5655
Fukui Prefecture,3494
Fukuoka Prefecture,61589
Fukushima Prefecture,7019
Gifu Prefecture,8977
Gunma Prefecture,8122
Hiroshima Prefecture,22212
Hokkaido,27761
Hyōgo Prefecture,34471
Ibaraki Prefecture,10279
Ishikawa Prefecture,5904
Iwate Prefecture,6893
Kagawa Prefecture,5708
Kagoshima Prefecture,6084
Kanagawa Prefecture,79898
Kumamoto Prefecture,8964
Kyoto Prefecture,24508
Kōchi Prefecture,2442
Mie Prefecture,8458
Miyagi Prefecture,18337
Miyazaki Prefecture,5044
Nagano Prefecture,8801
Nagasaki Prefecture,7046
Nara Prefecture,6723
Niigata Prefecture,7420
Okayama Prefecture,15216
Okinawa Prefecture,9389
Osaka Prefecture,61918
Saga Prefecture,5671
Saitama Prefecture,34527
Shiga Prefecture,6875
Shimane Prefecture,2461
Shizuoka Prefecture,16446
Tochigi Prefecture,9406
Tokushima Prefecture,3268
Tokyo,115652
Tottori Prefecture,2613
Toyama Prefecture,3781
Unknown,≤100
Wakayama Prefecture,5134
Yamagata Prefecture,4551
Yamaguchi Prefecture,4972
Yamanashi Prefecture,3729
Ōita Prefecture,6522
