Location name,Amount spent (MYR)
Johor,1078
Kedah,287
Kelantan,178
Kuala Lumpur,658
Labuan,≤100
Malacca,131
Negeri Sembilan,163
Pahang,282
Penang,210
Perak,375
Perlis,≤100
Putrajaya,≤100
Sabah,334
Sarawak,347
Selangor,1016
Terengganu,168
Unknown,≤100
