Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Árni Guðmundsson,14611,2
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,2893,1
314036327204,VR,VR,2613,5
154893001218870,ADHD samtökin,ADHD samtökin,1859,3
1011307815614890,Ríkislögreglustjóri,Ríkislögreglustjóri,1472,1
137524753533383,Miðflokkurinn,Fjóla Björnsdóttir,1330,1
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,952,1
148872571795434,Viðskiptaráð Íslands,Viðskiptaráð Íslands,879,1
110388085667093,Sjálfstæðisflokkurinn í Fjarðabyggð,Ragnar Sigurðsson,578,1
184042545536602,Garðabæjarlistinn,Garðabæjarlistinn,529,1
1438606279746434,Heiða Björg Hilmisdóttir,Heiða Hilmisdóttir,259,1
100466846248633,AI Mage,These ads ran without a disclaimer,≤100,3
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,≤100,1
340577086006224,CRI German,These ads ran without a disclaimer,≤100,1
2628571130493882,CBeyond,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
492984144218541,Morning Worship Moment,These ads ran without a disclaimer,≤100,1
106875925506577,Formula XN Ecommerce,These ads ran without a disclaimer,≤100,3
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,≤100,1
