Page ID,Page name,Disclaimer,Amount spent (SGD),Number of ads in Library
176560205832891,Our SG – Home of Forward SG,Our SG – Home of Forward SG,3665,39
176134035758937,PPIS Singapore Muslim Women's Assn,Persatuan Pemudi Islam Singapura (PPIS),476,1
129011692114,The Straits Times,These ads ran without a disclaimer,229,1
219541704832846,National Reading Movement,National Reading Movement,217,1
626687907492630,MOSG,Millennials of Singapore,168,1
365481993536188,TAFEP Tripartite Alliance for Fair and Progressive Employment Practices,TAFEP,≤100,17
101963408923046,Real Estate Insight,Sim Hanwen,≤100,6
359422924132462,Children's Cancer Foundation,"Phua Min Jiang, Dennison",≤100,18
1485486608381824,Singapore Chinese Cultural Centre 新加坡华族文化中心,Singapore Chinese Cultural Centre,≤100,2
467260466759436,Global Ehsan Relief,Global Ehsan Relief,≤100,3
166565800052060,ConnexionSG,Nexus,≤100,1
1389010631425852,World Scientific Singapore,World Scientific Publishing Co. Pte Ltd,≤100,1
105193687974134,TWC2 Tamil,Transient Workers Count Too - TWC2,≤100,1
1688415878083678,Beanstalk Singapore,Beanstalk Singapore,≤100,1
100134918399636,Red Dot United,Ravi Chandran Philemon,≤100,1
109067655350302,aiartnews,These ads ran without a disclaimer,≤100,1
105640164784251,Singapore United Party,Zhu Laicheng,≤100,1
118981582262,Sid Roth's It's Supernatural,These ads ran without a disclaimer,≤100,1
112969614383111,Singh Styled Singapore,These ads ran without a disclaimer,≤100,1
208532555837257,Online Guru Trader,These ads ran without a disclaimer,≤100,1
108674205383901,Esx-mh-8,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
103086799252465,YOUTH TALKS,These ads ran without a disclaimer,≤100,2
214697158909990,Huawei Digital Power,These ads ran without a disclaimer,≤100,1
2106366679591634,UmiTrumi,These ads ran without a disclaimer,≤100,1
110584791401665,GeneZation Show,These ads ran without a disclaimer,≤100,2
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,≤100,3
100466846248633,AI Mage,These ads ran without a disclaimer,≤100,3
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,3
105371502336242,乌克兰.ua,These ads ran without a disclaimer,≤100,1
