Location name,Amount spent (USD)
Abkhazia,≤100
Adjara,401
Guria,≤100
Imereti,404
Kakheti,119
Kvemo Kartli,187
Mtskheta-Mtianeti,≤100
Racha-Lechkhumi and Kvemo Svaneti,≤100
Samegrelo-Zemo Svaneti,240
Samtskhe-Javakheti,≤100
Shida Kartli,171
Tbilisi,2172
Unknown,≤100
