Location name,Amount spent (EUR)
Central Finland,178
Central Ostrobothnia,≤100
Etelä-Savo,118
Kainuu,≤100
Kymenlaakso,143
Lapland (Finland),111
North Karelia,≤100
Northern Ostrobothnia,210
Ostrobothnia (region),103
Pirkanmaa,411
Pohjois-Savo,134
Päijät-Häme,170
Satakunta,120
South Karelia,111
Southern Ostrobothnia,109
Southwest Finland,362
Tavastia Proper,164
Unknown,≤100
Uusimaa,1396
Åland Islands,≤100
