Location name,Amount spent (CLP)
Antofagasta Region,152735
Araucanía Region,245818
Arica y Parinacota Region,70501
Atacama Region,67090
Aysén Region,49713
Bío Bío Region,582246
Coquimbo Region,181039
Los Lagos Region,205714
Los Ríos Region,87013
Magallanes y la Antártica Chilena Region,51749
Maule Region,215421
O'Higgins Region,189816
Santiago Metropolitan Region,1675479
Tarapacá Region,72791
Unknown,719
Valparaíso Region,465802
