Location name,Amount spent (NZD)
Auckland Region,3369
Bay of Plenty Region,381
Canterbury,768
Cook Islands,≤100
Gisborne District,≤100
Hawke's Bay,194
Manawatu-Wanganui,373
Marlborough Region,≤100
Nelson Province,≤100
Niue,≤100
Northland Region,338
Otago,446
Southland,≤100
Taranaki,206
Tasman District,≤100
Unknown,≤100
Waikato,519
Wellington Region,674
West Coast,≤100
