Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,3680,8
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,691,6
2229936167288652,Juan Sartori,Equipo Juan Sartori,661,2
721629447857727,567 El Espacio,Sol Ines Pereyra Zunin,585,2
118843371534548,AUTE - Agrupación UTE - Sitio Oficial,AUTE,416,1
292074670808351,Frente Amplio,Frente Amplio,358,1
860395507438977,Compromiso con el cambio,Santiago Raffo Arias,302,1
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,268,2
105120851121250,Ignacio Munyo,Ignacio Munyo,247,1
339506493370193,Richard Sander,Richard Saul Sander Darín,233,2
270453240359864,Estaciones ANCAP,These ads ran without a disclaimer,≤100,1
984834781647717,Diputada Alexandra Inzaurralde,Alexandra Inzaurralde,≤100,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
382234585285467,VAMOS SALTO,VAMOS SALTO,≤100,1
1578952542172351,Berenice Kiddo,These ads ran without a disclaimer,≤100,1
110958585258730,2023 FCE 19,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
105093389093033,unauruguayaenturquia,These ads ran without a disclaimer,≤100,1
104404948072,Ema Arius,These ads ran without a disclaimer,≤100,1
106020818387384,Oniceth DeJehova -Oracion Sanadora,These ads ran without a disclaimer,≤100,1
251630228879,CBE International,These ads ran without a disclaimer,≤100,1
462848513792011,国家大剧院National Centre for the Performing Arts,These ads ran without a disclaimer,≤100,1
175889425769412,BAR-TEK Motorsport,These ads ran without a disclaimer,≤100,2
102415047928145,Shanghai Electric,These ads ran without a disclaimer,≤100,1
101998658413144,Black Streak Anime,These ads ran without a disclaimer,≤100,2
19746387261,Humane Society International,These ads ran without a disclaimer,≤100,1
