Location name,Amount spent (MYR)
Johor,339
Kedah,229
Kelantan,166
Kuala Lumpur,511
Labuan,≤100
Malacca,104
Negeri Sembilan,163
Pahang,250
Penang,177
Perak,328
Perlis,≤100
Putrajaya,≤100
Sabah,277
Sarawak,274
Selangor,830
Terengganu,149
Unknown,≤100
