Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
149686932284314,Wisley Rotich,Wisley Kipyegon Rotich,3956,2
107725671976672,Willis Evans Otieno,Willis Evans Otieno K'Ochieng,1325,5
780365355477607,Kenya Muslim Youth Alliance,Kenya Muslim Youth Alliance,210,1
206881850206356,"Galole Mp, Said Buya Hiribae",These ads ran without a disclaimer,167,2
101414459084910,Stephen Munania,Stephen Munania,146,1
208685479508187,U-Report Global,These ads ran without a disclaimer,123,1
749501791796416,Hon. Wakili Njeri Maina,Jane Njeri Maina,≤100,1
118981582262,Sid Roth's It's Supernatural,These ads ran without a disclaimer,≤100,1
110584791401665,GeneZation Show,These ads ran without a disclaimer,≤100,2
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,1
223495844457800,China Plus Culture,These ads ran without a disclaimer,≤100,1
137412866820,RSL Awards,These ads ran without a disclaimer,≤100,2
1591433164421320,Beco,These ads ran without a disclaimer,≤100,1
