Page ID,Page name,Disclaimer,Amount spent (PKR),Number of ads in Library
315863402653597,Prime Minister’s Youth Programme,Prime Minister’s Youth Programme,5355,2
97429917898,ProPakistani,ProPakistani,5028,2
467252070142548,Ch Mustansar Ali Gondal,Ch Mustansar Ali Gondal,3740,2
407889229718531,Sardar Tanveer Ilyas Khan,Sardar Tanveer Ilyas Khan,3527,3
1706863532970589,Nasir Hashmi,Osama Rehman Butt,2997,8
105690462092880,MM News Videos,MM Digital PVT LTD,2325,2
543755195637715,Mian Aslam,Mian Aslam,2122,1
101269169346393,Barrister Abdullah Mumtaz Kahloon,Barrister Abdullah Mumtaz Kahloon,1972,3
1175630379148974,China Xinhua Sci-Tech,These ads ran without a disclaimer,1802,2
114491103719859,Shahzada Aman UrRahman,Shahzada Aman UrRahman,1760,1
1663305917241505,Khalil Ahmad Bajwa,Khalil Ahmad Bajwa,1426,2
151409322217001,Berlin School of Business & Innovation - BSBI,These ads ran without a disclaimer,1369,2
115445627811504,Muhammad Kashif Mairaj,Muhammad Kashif Mairaj,1098,2
361971188258443,Syed Tariq Mahmood ul Hassan,Syed Tariq Mahmood ul Hassan,1061,1
133648753466105,Group Development Pakistan,Group Development Pakistan,1036,3
102690905990373,Mian Zeeshan Rafique PMLN,Zeeshan Rafique,865,2
105229678117503,Koleoso Associates,These ads ran without a disclaimer,837,1
110196941769209,𝗦𝘆𝗲𝗱 𝗔𝗹𝗶 𝗞𝗮𝗺𝗿𝗮𝗻 𝗞𝗶𝗿𝗺𝗮𝗻𝗶 𝗢𝗳𝗳𝗶𝗰𝗶𝗮𝗹,𝗦𝘆𝗲𝗱 𝗔𝗹𝗶 𝗞𝗮𝗺𝗿𝗮𝗻 𝗞𝗶𝗿𝗺𝗮𝗻𝗶 𝗢𝗳𝗳𝗶𝗰𝗶𝗮𝗹,835,1
101737024836683,Anjuman-E-Tajran انجمن تاجران,Mujahid Maqsood Butt,807,4
109812220412504,Musa Habib Raja,Musa Habib Raja,733,2
100985089430508,Ch Mumtaz Akhtar kahloon,Ch Mumtaz Akhtar kahloon,525,1
2107858016193986,Voice of Sindh,Voice of Sindh,503,4
110190118647875,nashit_s,These ads ran without a disclaimer,487,2
252434368713670,Humayun Akhtar Khan,Humayun Akhtar Khan,377,2
216311481960,Bill Gates,These ads ran without a disclaimer,376,5
114453208205346,HitPeak Updates,These ads ran without a disclaimer,351,1
108430245385929,Movement IPS Pakistan,Muhammad Shahid Imran,321,1
114763757787108,Khanewal public school and college,Khanewal public school and college,281,2
100427168538381,Sardar Mehboob Khan Khetran,Sardar Mehboob Khan Khetran,272,1
549412198507631,"Allied Schools Shahpur Campus, Sargodha","Allied Schools Shahpur Campus, Sargodha",254,2
115558644746754,Ehsan Ul Haq Bajwa,Medical Resource Group,243,1
304781399652673,Jamshed Iqbal Cheema,Jamshed Iqbal Cheema,243,1
107801948674316,BBU News WORLD,BBU NEWS WORLD,227,2
705174796545823,CSCEC EGYPT,These ads ran without a disclaimer,227,1
633359096763689,Engr Kaleem Saifullah Buzdar,These ads ran without a disclaimer,227,1
238673220124043,Dr. Waqas Nawaz,These ads ran without a disclaimer,175,1
101320812842845,Pasban Democratic Party,Pasban Democratic Party,160,1
105675589097240,Clean Earth Solar,These ads ran without a disclaimer,154,1
100467368650177,CH Abdul Rauf Tatlah,Sheraz Riaz,132,1
109493084543028,Four Corners with Tarar,NEXT TV,113,1
100297025991496,NA Yazman,NA Yazman,112,1
105234998943289,the.dissentient,These ads ran without a disclaimer,≤100,1
524681374250147,Bayt Al Hikmah,These ads ran without a disclaimer,≤100,1
757474217752152,Gymkhana Elections,These ads ran without a disclaimer,≤100,1
101901082028356,TLC institute of Nursing & Allied health sciences,These ads ran without a disclaimer,≤100,1
109256524011547,Friends of Palestine,These ads ran without a disclaimer,≤100,1
109869228490691,SceneSheen,These ads ran without a disclaimer,≤100,1
742687552536924,Aroosha Qamar,These ads ran without a disclaimer,≤100,1
100800439394003,callme.emaanx,These ads ran without a disclaimer,≤100,1
100424141720863,The Feminist Times,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
103359502599992,DailyFox,These ads ran without a disclaimer,≤100,2
112220134851421,Under the Sisterhood,These ads ran without a disclaimer,≤100,1
75608370019,United States Institute of Peace,These ads ran without a disclaimer,≤100,1
108129608011565,Singapore Nanjing Eco Hi-tech Island,These ads ran without a disclaimer,≤100,1
156515867722292,PICS Telecom International,These ads ran without a disclaimer,≤100,1
152956984574,International Human Rights Art Festival,These ads ran without a disclaimer,≤100,1
643647332320553,Orient - أورينت,These ads ran without a disclaimer,≤100,1
105225868915832,Daily Dharti,These ads ran without a disclaimer,≤100,1
1834711490185155,Турецкий язык по скайпу от Анны Боровской,These ads ran without a disclaimer,≤100,1
915656035153394,Oceanites,These ads ran without a disclaimer,≤100,1
110760257732889,Izzadeen Malik El-Amin,These ads ran without a disclaimer,≤100,1
319549428716940,Maria Luisa Lima,These ads ran without a disclaimer,≤100,1
375945699169014,Mehr Ali Abid Kathia - Advocate,These ads ran without a disclaimer,≤100,1
111100901342461,Psychology  - Beyond Forests To See The Tree - Author Jay Wax,These ads ran without a disclaimer,≤100,1
105474945042875,Mission:JOY,These ads ran without a disclaimer,≤100,1
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,1
72149536933,SKF,These ads ran without a disclaimer,≤100,1
