Location name,Amount spent (MYR)
Johor,522
Kedah,345
Kelantan,250
Kuala Lumpur,1049
Labuan,≤100
Malacca,173
Negeri Sembilan,332
Pahang,320
Penang,240
Perak,370
Perlis,≤100
Putrajaya,≤100
Sabah,269
Sarawak,222
Selangor,1983
Terengganu,326
Unknown,≤100
