Location name,Amount spent (ARS)
Buenos Aires,1753582
Catamarca,37383
Chaco,95659
Chubut,73120
Ciudad Autónoma de Buenos Aires,566527
Corrientes,59168
Córdoba,1820418
Entre Rios,140064
Formosa,27225
Jujuy,42577
La Pampa,120775
La Rioja,24023
Mendoza,166090
Misiones,172578
Neuquén,423411
Río Negro,84844
Salta,336572
San Juan,176270
San Luis,122414
Santa Cruz,12351
Santa Fe,625925
Santiago del Estero,29666
Tierra del Fuego,63033
Tucuman,90950
Unknown,161
