Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,32313
Apure,6463
Aragua,1051700
Barinas,108962
Bolívar (state),45238
Capital District,5424488
Carabobo,3045238
Cojedes,6463
Delta Amacuro,≤100
Falcón,269388
Guárico,12925
Lara,285946
Miranda (state),5058163
Monagas,19388
Mérida,256463
Nueva Esparta,6463
Portuguesa,156462
Sucre,81462
Trujillo,12925
Táchira,269388
Unknown,≤100
Vargas,769388
Yaracuy,12925
Zulia,5047806
