Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
600979883334883,Hon. Zaheer Jhanda Mp Nyaribari Chache,Hon. Zaheer Jhanda Mp Nyaribari Chache,5668,3
123182861072147,Hon Musalia W Mudavadi,Michael Lulu Mudavadi,1734,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,310,2
100885769269937,Hon. Brenda Kraido Majune,Hon. Brenda Kraido Majune,238,1
105833652399018,Maina Karobia,Mwangi Godfrey Maina,202,1
180530218760,masifunde learner development,These ads ran without a disclaimer,134,1
108748565833974,Purpose,These ads ran without a disclaimer,127,1
1506723769658512,Susan Kihika,Susan Kihika,≤100,3
216052228433696,Arcus Foundation LGBTQ Social Justice,These ads ran without a disclaimer,≤100,1
100951662795304,"Learn, Grow, and Business",These ads ran without a disclaimer,≤100,1
123546032572,Eppendorf Group,These ads ran without a disclaimer,≤100,1
149290745229517,Online Antisemitism Task Force,These ads ran without a disclaimer,≤100,1
105501525214110,NFL Africa,These ads ran without a disclaimer,≤100,1
469201610080869,Binance,These ads ran without a disclaimer,≤100,1
114247604036354,Инфограф,These ads ran without a disclaimer,≤100,1
315543515306,Jing Daily,These ads ran without a disclaimer,≤100,1
145752338944033,Air China,These ads ran without a disclaimer,≤100,1
723826694319605,MITx Courses,These ads ran without a disclaimer,≤100,1
1500408980220264,Emmanuel Addo,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
28312410177,World Food Programme,These ads ran without a disclaimer,≤100,2
215714475196786,KATA KATA Cartoon,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
