Location name,Amount spent (CHF)
Aargau,954
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,737
Basel-Landschaft,267
Bern,1347
Canton of Geneva,2899
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,778
Fribourg,494
Graubünden,279
Jura,120
Luzern,567
Neuchâtel,329
Schaffhausen,136
Schwyz,264
Solothurn,278
Thurgau,392
Ticino,551
Unknown,≤100
Uri,≤100
Valais,546
Vaud,1363
Zug,144
Zürich,3881
