Location name,Amount spent (CHF)
Aargau,114
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,≤100
Basel-Landschaft,≤100
Bern,220
Canton of Geneva,1272
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,346
Fribourg,128
Graubünden,≤100
Jura,≤100
Luzern,176
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,138
Unknown,≤100
Uri,≤100
Valais,≤100
Vaud,242
Zug,≤100
Zürich,392
