Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,4474,58
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,2336,8
103563939372367,ברק סרי - Barak Seri,ברק סרי - Barak Seri,1871,11
249479152534875,Kfir Swisa - כפיר סויסה,Kfir Swisa - כפיר סויסה,1609,8
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,1526,4
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",1302,18
266097474067652,בני גנץ - Benny Gantz,מפלגת כחול לבן,1289,4
103428925850338,אבי סלמה - נתניה,אבי סלמה - נתניה,1229,5
1073548259341247,לובי 99,לובי 99,1077,9
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",1067,55
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,932,5
199381213757428,שי קינן - shai keinan,שי קינן - shai keinan,900,2
204780362875106,מקור ראשון,מקור ראשון,894,42
114429471587565,"יפעת עובדיה לוסקי - יו""ר קק""ל",קרן קימת לישראל,879,1
979469898759509,יוסי חביליו - Yosi Havilio,יוסי חביליו - Yosi Havilio,808,24
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,758,42
219236568818575,גלית שאול - ראשת מועצת עמק חפר,גלית שאול - ראשת מועצת עמק חפר,755,6
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,725,10
108714485611920,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,רמי גרינברג ראש עיריית פתח תקווה - סיעת התחדשות למועצת העיר,718,5
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,712,12
662721113760589,TheMarker Labels,TheMarker Labels,711,5
112169951926386,אלון רוזן,אלון רוזן,711,1
219091481560790,מרים פיירברג - איכר,נתניה אחת,696,2
103085619445870,ניר ברכיה משרד עורכי דין,ניר ברכיה משרד עורכי דין,686,2
113257552029689,Israel Police - משטרת ישראל,Israel Police,669,1
1662907067255622,איגוד הגז הטבעי,Unik,668,4
100978407934166,תנועה ישראלית,Israeli Movement,638,19
1510157982620509,הלן גלבר - Helen Gelber,הלן גלבר - Helen Gelber,637,12
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,631,35
160119221434385,דוד עציוני -ראש העיר חיפה,דוד עציוני -ראש העיר חיפה,629,4
115456451553737,יונה יהב,יונה יהב,620,8
108787681841168,רישיון נשק בקליק,רישיון נשק בקליק,607,2
1508923232754893,מועצה אזורית שומרון,מועצה אזורית שומרון,584,2
110666185245278,יעלה - דרך חדשה לראשות מ.א. מגידו,יעלה - דרך חדשה לראשות מ.א. מגידו,547,4
110218465442225,אורן חזן - ראש עיר חזק לאריאל,אורן חזן,545,1
112848572066805,מחאת ההייטק,מחאת ההייטק,529,11
108979322204008,יוסי דגן - yosi dagan,יוסי דגן - yosi dagan,519,4
138399090105076,הבנק החברתי למזון תינוקות,הבנק החברתי למזון תינוקות,507,7
108760035823125,The Van Leer Jerusalem Institute - מכון ון ליר בירושלים,The Van Leer Jerusalem Institute - מכון ון ליר בירושלים,501,18
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,472,7
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,467,47
124191360932729,התעוררות בירושלים,התעוררות בירושלים,467,11
2275137472764041,התאחדות הקבלנים בוני הארץ,התאחדות הקבלנים בוני הארץ,430,3
615531405455497,הדר לביא,הדר לביא,421,12
109523830757998,דמוקרטtv,דרכנו,419,7
251119721945461,אופיר סופר - Ofir Sofer,אופיר סופר - Ofir Sofer,406,2
104823549316428,Барак Сери,Barak Seri,402,4
172654247853282,Shenhav musanbar,Shenhav musanbar,397,8
975710572458134,عايدة توما-سليمان עאידה תומא-סלימאן,عايدة توما-سليمان עאידה תומא-סלימאן,386,6
638721842824344,עליזה בלוך,עליזה בלוך,383,8
591336644556900,יגאל וינברגר - Igal Winbereger,יגאל וינברגר - Igal Winbereger,380,4
128834187134576,Ahmad Tibi احمد طيبي,Ahmad Tibi احمد طيبي,376,3
723141737847411,ראובן לדיאנסקי,ראובן לדיאנסקי,370,6
117658294683078,ישראלTop5,top5israel,368,5
110125925176216,יוזמת המאה - The 100 Initiative,יוזמת המאה,364,2
311390516402185,מפלגת כחול לבן,מפלגת כחול לבן,362,3
321795461283120,גנאדי בורשבסקי,גנאדי בורשבסקי,361,4
117177111377152,Шломи Лахьяни,שלומי לחיאני,357,7
2397304340492953,מטה הבטיחות בענף הבנייה,הקרן לעידוד ולפיתוח ענף הבנייה,350,3
189543984502825,משה קונינסקי,משה קונינסקי,340,2
248660961864475,שחרית | سحرية | Shaharit,שחרית | سحرية | Shaharit,332,4
103476062195166,Матан Диль,Матан Диль,324,3
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,321,6
107058789108097,יאיר מעיין - Yair Maayan,יאיר מעיין,321,7
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,319,8
107107231197546,אלון אזולאי -Alon Azulay,אלון אזולאי -Alon Azulay,305,5
1828669360700280,דרך שירה בנקי - shira banki's way,Shira Banki's Way - דרך שירה בנקי,301,22
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",301,11
1900748410047113,סיגל שאלתיאל הלוי לראשות מועצת מעלה יוסף,סיגל שאלתיאל הלוי לראשות מועצת מעלה יוסף,298,5
197861515565,שתיל - شتيل - Shatil,שתיל - Shatil,297,7
767262423350854,פורום הדיור הציבורי,פורום הדיור הציבורי,294,2
153991671307861,אישה לאישה - למען נשים נפגעות אלימות וילדיהן,אישה לאישה - למען נשים נפגעות אלימות וילדיהן,286,12
100756805652468,Debby & Ron,Debby & Ron,280,1
361464970647064,זהר בלום - Zohar Blum,זהר בלום - Zohar Blum,271,1
94258847306,האגודה לזכויות האזרח בישראל,האגודה לזכויות האזרח בישראל,260,7
256546887847232,עיריית רמת גן,עיריית רמת גן,258,6
