Location name,Amount spent (MYR)
Johor,1068
Kedah,506
Kelantan,293
Kuala Lumpur,1281
Labuan,≤100
Malacca,240
Negeri Sembilan,465
Pahang,295
Penang,470
Perak,561
Perlis,≤100
Putrajaya,≤100
Sabah,830
Sarawak,786
Selangor,2557
Terengganu,274
Unknown,≤100
