Page ID,Page name,Disclaimer,Amount spent (PKR),Number of ads in Library
110196941769209,𝗦𝘆𝗲𝗱 𝗔𝗹𝗶 𝗞𝗮𝗺𝗿𝗮𝗻 𝗞𝗶𝗿𝗺𝗮𝗻𝗶,𝗦𝘆𝗲𝗱 𝗔𝗹𝗶 𝗞𝗮𝗺𝗿𝗮𝗻 𝗞𝗶𝗿𝗺𝗮𝗻𝗶,64000,69
108032181861181,Suno News HD,SUNO TV,24870,27
111378401865271,Jawad Sohrab Malik,Rehma Chaudhary,9600,1
388501561700814,Ch Tariq Irshad,Ch Tariq Irshad,9178,10
448981518645687,Chaudhary Shahid Bashir,Chaudhary Shahid Bashir,6082,11
246046232150591,Pakistan Peoples Party - PPP,Pakistan Peoples Party,5210,1
111433061670373,Ali Hamza,Ali Hamza,4237,3
240488586026340,"SINA Health, Education & Welfare Trust","SINA Health, Education & Welfare Trust",3883,2
101160702224736,White News,White News,3111,6
1706863532970589,Nasir Hashmi,Nasir Hashmi,2837,5
109493084543028,Four Corners with Tarar,NEXT TV,2552,1
272187260015970,Mohammad Jameel Ahmed Khan,Mohammad Jameel Ahmed Khan,2069,1
122578684096711,Usman Ahmad Bhatti,Haider Munir,2024,1
111042571977218,Wains Group Hasilpur,Muhammad Usama Moazzam,1800,1
103605848295012,Royal king Usa pakistan Imran Ch Mpa pp120 tobateksingh,These ads ran without a disclaimer,1702,1
105690462092880,MM News,M M DIGITAL (PRIVATE) LIMITED,1457,3
171980796153771,Siraj ul Haq,Siraj ul Haq,1380,1
105673728468946,Ahmer Rasheed Bhatti,Ahmer Rasheed Bhatti,1377,1
105396082410434,White News English,White News English,1368,4
101080725159933,Allama Shabbir Hasan Maisami,Allama Shabbir Hasan Maisami,1367,2
144494398930201,Jamaat-e-Islami Pakistan,Jamaat-e-Islami Pakistan,1298,1
901100856639127,Sabir Khan Dummar,These ads ran without a disclaimer,1055,1
117570394575101,Rai Waqas Aslam Kharal,Rai Waqas Aslam Kharal,1000,2
103075692767998,Haseeb Amjad,Haseeb Amjad,957,1
101206152972905,Voice of PP 60,M Aniq Hassan Randhawa,898,2
104901805715054,Syeda Rubina Zahra Gardezi,Syeda Rubina Zahra Gardezi,885,4
106873741907128,Raja Muhammad Saleem,Raja Muhammad Saleem,730,2
234578749895304,Relief Foundation International,Relief Foundation International,615,1
977981842265214,Pukaar,Pukaar,613,2
457514774319202,White News پښتو,White News پښتو,604,1
111791888503468,Hafiz Shahid Ghug,Hamza Sharif,570,1
105039417804164,IZZY - Stream Israel,These ads ran without a disclaimer,567,1
108727162154282,Azhar Iqbal,Azhar Iqbal,488,1
167790330582122,Malik Saif Ul Malook Khokhar,These ads ran without a disclaimer,485,1
330546873795572,Mehar Muhammad Saleem,Mehar Muhammad Saleem,473,1
584462848713978,Oliveira Labs,These ads ran without a disclaimer,429,2
1114193285282308,Abdullah Khan Dummer,Abdullah Khan Dummer,389,1
252434368713670,Humayun Akhtar Khan,Humayun Akhtar Khan,365,1
105353131269398,BlueSky Education,These ads ran without a disclaimer,357,1
120062273237634,Jaanlo,Jaanlo,339,2
101169972970013,Team Arslan Hafeez Chaudhery,Hafiz Muhammad Bilal Shabbir,337,1
104653912628214,Mian Abdul Sattar Bega,Mian Abdul Sattar Baiga,314,1
148143495361532,Hafiz Farhat Abbas,Hafiz Farhat Abbas,308,1
100112112760730,Adeel Ali Khan,Adeel Ali Khan,304,1
108876282120706,Qazi Shafiq,Qazi Shafiq,302,1
115445627811504,Muhammad Kashif Mairaj,Muhammad Kashif Mairaj,294,1
13477887709,New Tactics in Human Rights,These ads ran without a disclaimer,284,1
113155675083831,Haji Faiz Ul Haq Hashmi,Abdul Hadi Hashmi,256,1
117190381337524,S&K Herbals,Khuram Shahzad,224,1
1435563640027630,CH Ali Asghar MANDA - Ex Parliamentary Secretary,These ads ran without a disclaimer,212,1
116916221311072,Hafiz Shoukat Ali Seddiqui,These ads ran without a disclaimer,199,1
482423005156668,VoiceOfHazara.com,Voice Of Hazara,138,2
375081333293774,Dysfunctional Indian,These ads ran without a disclaimer,≤100,2
113223601404356,CH Imran Saleemi Official,Ahsan Ur Rehman,≤100,1
107706102295108,Wire Tool,These ads ran without a disclaimer,≤100,1
100467368650177,CH Abdul Rauf Tatlah,Sheraz Riaz,≤100,1
2200139000274127,Top Speeder 2022,These ads ran without a disclaimer,≤100,1
100427526341454,Active active,These ads ran without a disclaimer,≤100,1
102998939765184,Persian bms,These ads ran without a disclaimer,≤100,1
106823705573565,Park Jia,These ads ran without a disclaimer,≤100,2
100413328754140,We Will Rank You podcast,These ads ran without a disclaimer,≤100,1
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,≤100,1
