Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
98358327274,Pirati,Pirati,≤100,6
114597496654474,necenzurirano.si,Necenzurirano.si,≤100,10
147547541961576,Council of the European Union,Council of the European Union,≤100,3
152400648234312,Novice Svet24,Novice Svet24,≤100,7
183314631692914,Evropski parlament Slovenija,"Evropski parlament, pisarna v Sloveniji",≤100,1
1487410811565619,Casino Admiral Lesce - igralni salon,Agencija DAMN,≤100,2
107898832590939,European Commission,European Commission,≤100,4
100821395351013,Originalno Budweiser Budvar pivo,Smart AD,≤100,2
108723480596723,RUK,PiNA,≤100,1
100351174902531,Care4Climate,Care4Climate,≤100,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,3
135419383441,Žurnal24,Žurnal24,≤100,1
730777973687236,Tektonik kraft pivovarna,Tektonik Kraft Pivovarna,≤100,2
216608838472126,"Casino Admiral, Grosuplje - igralni salon",Agencija DAMN,≤100,1
21735922731,FDV - Fakulteta za družbene vede,"Fakulteta za družbene vede, Univerza v Ljubljani",≤100,3
13204463437,"UNHCR, the UN Refugee Agency",These ads ran without a disclaimer,≤100,5
178362315106,European Parliament,European Parliament,≤100,4
105074178776648,Jedrska.si,Eposavje Media d.o.o.,≤100,1
1783104185252620,Metropolitan Slovenija,"Adria Media Ljubljana, založništvo in trženje, d.o.o.",≤100,1
191872924257780,Med.Over.Net,These ads ran without a disclaimer,≤100,1
192073444151547,Fakulteta za pravo in poslovne vede,Fakulteta za pravo in poslovne vede,≤100,1
110086778208899,Štrk EU pisarna - EU €,These ads ran without a disclaimer,≤100,2
656225137855856,Carolina Jakončič Winery,"KK, multimedija & oglaševanje",≤100,14
28312410177,World Food Programme,These ads ran without a disclaimer,≤100,3
12312811394,Časnik Finance,Časnik Finance d.o.o.,≤100,3
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,≤100,2
1665270940433796,ZA Slovenijo - Glas za otroke in družine,ZA Slovenijo - Glas za otroke in družine,≤100,1
115306454863649,Provision Fund,These ads ran without a disclaimer,≤100,1
104563074522355,Interregnum,Interregnum,≤100,1
106066558388444,Obljuba dela dolg,Danes je nov dan,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,2
435633199945731,Miret,These ads ran without a disclaimer,≤100,1
1533974113580388,Butan plin,These ads ran without a disclaimer,≤100,2
101176682686881,Caldwell Hutchinson,These ads ran without a disclaimer,≤100,1
280589545299912,Zelena jeklenka,These ads ran without a disclaimer,≤100,1
109420188426263,VIDA,These ads ran without a disclaimer,≤100,1
100840632692651,Înțelepciunea din Proverbele lui Solomon,These ads ran without a disclaimer,≤100,1
102767259461496,EU News,These ads ran without a disclaimer,≤100,1
108535778792153,Evang. Akwaha,These ads ran without a disclaimer,≤100,1
344322995756307,Planet Smart City,These ads ran without a disclaimer,≤100,1
102257292713372,Alejandra Morales,These ads ran without a disclaimer,≤100,1
104099512361482,Funnies Now - Magazine,These ads ran without a disclaimer,≤100,1
101090899641987,NIS2 PRO,These ads ran without a disclaimer,≤100,1
110178328228079,NinjaOne Europe,These ads ran without a disclaimer,≤100,1
185561295623272,Move To Help Foundation,These ads ran without a disclaimer,≤100,1
