Location name,Amount spent (USD)
Arima,229
Chaguanas,559
Couva-Tabaquite-Talparo Regional Corporation,718
Diego Martin Regional Corporation,215
Penal-Debe Regional Corporation,317
Point Fortin,≤100
Port of Spain,505
Princes Town Regional Corporation,218
Rio Claro-Mayaro Regional Corporation,109
San Fernando,390
San Juan-Laventille Regional Corporation,438
Sangre Grande Regional Corporation,241
Siparia Regional Corporation,195
Tobago,185
Tunapuna-Piarco Regional Corporation,422
Unknown,≤100
