Location name,Amount spent (CZK)
Central Bohemian Region,6138
Hradec Králové Region,2383
Karlovy Vary Region,1584
Liberec Region,1972
Moravian-Silesian Region,5646
Olomouc Region,4212
Pardubice Region,2326
Plzeň Region,3300
Prague,12622
South Bohemian Region,2863
South Moravian Region,6543
Unknown,≤100
Vysočina Region,2135
Zlín Region,2963
Ústí nad Labem Region,3990
