Page ID,Page name,Disclaimer,Amount spent (BBD),Number of ads in Library
1090974694258672,Tropical Realism,These ads ran without a disclaimer,≤100,1
456013751424561,CESaRE,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
109452985104987,Officialjombo1,These ads ran without a disclaimer,≤100,1
525421700832365,Protectors of The Wood Book Series,These ads ran without a disclaimer,≤100,1
