Page ID,Page name,Disclaimer,Amount spent (PKR),Number of ads in Library
108032181861181,Suno News HD,Suno News HD,16629,10
100889322590952,عطر الكلام,These ads ran without a disclaimer,14789,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,6385,2
105412451500076,Mian Hassan Yousaf,Mian Hassan Yousaf,6098,8
448981518645687,Chaudhary Shahid Bashir,Chaudhary Shahid Bashir,5795,7
101144265054284,Residents Welfare Committee MPCHS Islamabad,Residents Welfare Committee MPCHS Islamabad,5723,1
100727581504298,International Centre of Excellence - ICE,These ads ran without a disclaimer,3502,2
104901805715054,Syeda Rubina Zahra Gardezi,Syeda Rubina Zahra Gardezi,3225,11
108727162154282,Azhar Iqbal,Azhar Iqbal,2718,1
240488586026340,"SINA Health, Education & Welfare Trust","SINA Health, Education & Welfare Trust",2690,2
109493084543028,Four Corners with Tarar,NEXT TV,2498,1
242080882480201,Mian Rizwan Majeed,Mian Rizwan Majeed,2344,1
113870800131466,H.I Allama Raja Nasir Abbas Jafri,Muhammad Dilawar,2169,8
97429917898,ProPakistani,ProPakistani,2000,2
252434368713670,Humayun Akhtar Khan,Humayun Akhtar Khan,1866,1
196186547486631,Mahr Mohsin Raza,Mahr Mohsin Raza,1782,4
234578749895304,Relief Foundation International,Relief Foundation International,1499,2
1814850698741724,Senator Mohsin Aziz,Senator Mohsin Aziz,1469,2
148143495361532,Hafiz Farhat Abbas,Hafiz Farhat Abbas,1364,3
101269169346393,Barrister Abdullah Mumtaz Kahloon,Barrister Abdullah Mumtaz Kahloon,1250,1
112611718401040,Pakistan Markazi Muslim League - Karachi,Pakistan Markazi Muslim League - Karachi,1183,1
457514774319202,White News پښتو,White News پښتو,1043,3
1706863532970589,Nasir Hashmi,Osama Rehman Butt,1024,2
127593717315049,Jamaat-e-Islami Islamabad,Jamaat-e-Islami Islamabad,1013,5
1221551921269506,Mahar Sajjad Cheena,Mahar Sajjad Cheena,992,2
122578684096711,Usman Ahmad Bhatti,Haider Munir,952,1
115244428123732,caselabpk,These ads ran without a disclaimer,868,1
1114193285282308,Abdullah Khan Dummer,Abdullah Khan Dummer,864,3
120476540994681,Rashida Shaheen راشدہ شاہین,Waqas Ali Khan,863,2
111021638285303,Chaudhry Aurangzeb,Chaudhry Aurangzeb,859,4
111364884046809,Sargodha Palace,Sargodha Palace,804,3
931203933666198,Startup Pakistan,Startup Pakistan,797,1
427648547297783,Hasan Ismaik - حسن إسميك,These ads ran without a disclaimer,782,1
115445627811504,Muhammad Kashif Mairaj,Muhammad Kashif Mairaj,737,1
931203933666198,Startup Pakistan,These ads ran without a disclaimer,704,1
101160702224736,White News,White News,686,2
103717002442138,Rohtas Books,Shanza Zahoor,680,2
111842871658651,Mian Abdul Rauf Advocate,Mian Abdul Rauf Advocate,640,2
1266461413445454,The Preparatory School of Dir,These ads ran without a disclaimer,555,1
101007071249939,Ansir Mehmood Sandhu,Ansir Mehmood Sandhu,528,2
106054388545697,Ch Khushi Muhammad Jutt,Ch Khushi Muhammad Jutt,486,1
204305176293161,Alamgir Khan,Alamgir Khan,473,1
117827004587352,Adv. Aneeb Afzal Chheena,These ads ran without a disclaimer,469,1
100192166133172,Nasreen Palijo- PPP,Muhammad Ashir,451,2
887006304688353,Musawir Shah Durrani Ex District Naib Nazim Charsadda,These ads ran without a disclaimer,407,1
110378821905547,Noman Abbas,These ads ran without a disclaimer,406,1
101201205983426,Mian Athar Mahmood,Syed Raza Haider Zaidi,404,1
100427168538381,Sardar Mehboob Khan Khetran,Sardar Mehboob Khan Khetran,365,2
114939194018672,College of International Skills Development,These ads ran without a disclaimer,349,1
100298359657460,Agha Naveed Hashim Rizvi,Shaukat Ali Malik,340,1
105396082410434,White News English,White News English,309,1
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,308,1
242670735745253,Pakistan Poverty Alleviation Fund,Mercury Transformations,302,1
109002920674367,Ali Raza,Ali Raza,287,1
520549718055841,Visa Track-Immigration Law Firm-,These ads ran without a disclaimer,283,1
103605848295012,Royal king Usa pakistan Imran Ch Mpa pp120 tobateksingh,These ads ran without a disclaimer,283,1
17973644177,Global Peace Foundation,These ads ran without a disclaimer,283,1
