Location name,Amount spent (USD)
Alabama,8637
Alaska,1939
American Samoa,≤100
Arizona,22956
Arkansas,5450
California,90206
Colorado,15604
Connecticut,8300
Delaware,2714
Florida,57095
Georgia,23887
Guam,≤100
Hawaii,3056
Idaho,3321
Illinois,34360
Indiana,12484
Iowa,6083
Kansas,6215
Kentucky,8535
Louisiana,14803
Maine,6590
Maryland,24891
Massachusetts,14864
Michigan,27175
Minnesota,18672
Mississippi,6524
Missouri,12187
Montana,4442
Nebraska,4284
Nevada,12308
New Hampshire,4267
New Jersey,27209
New Mexico,5680
New York,57278
North Carolina,27014
North Dakota,1015
Northern Mariana Islands,≤100
Ohio,34873
Oklahoma,9500
Oregon,10187
Pennsylvania,43334
Puerto Rico,≤100
Rhode Island,3291
South Carolina,10777
South Dakota,1390
Tennessee,14660
Texas,81920
Unknown,778
Utah,5759
Vermont,1363
Virgin Islands (U.S.),≤100
Virginia,27657
Washington,17386
"Washington, District of Columbia",24484
West Virginia,7366
Wisconsin,19782
Wyoming,1156
