Location name,Amount spent (USD)
Alabama,9377
Alaska,3010
Arizona,26663
Arkansas,6025
California,115404
Colorado,19423
Connecticut,11103
Delaware,2823
Florida,62362
Georgia,25943
Guam,≤100
Hawaii,4863
Idaho,7456
Illinois,40443
Indiana,13764
Iowa,7815
Kansas,7431
Kentucky,13233
Louisiana,15340
Maine,4975
Maryland,30525
Massachusetts,15702
Michigan,33737
Minnesota,18831
Mississippi,7959
Missouri,15486
Montana,4085
Nebraska,5700
Nevada,16746
New Hampshire,4912
New Jersey,27749
New Mexico,5622
New York,56273
North Carolina,37371
North Dakota,1181
Northern Mariana Islands,118
Ohio,34315
Oklahoma,9685
Oregon,16280
Pennsylvania,82845
Puerto Rico,≤100
Rhode Island,4452
South Carolina,12859
South Dakota,1540
Tennessee,17570
Texas,102937
Unknown,≤100
Utah,6971
Vermont,1359
Virgin Islands (U.S.),≤100
Virginia,29339
Washington,18761
"Washington, District of Columbia",17672
West Virginia,8585
Wisconsin,19430
Wyoming,1293
