Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),85085,47
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,36532,191
693907914395620,良杯製所 Oolab,良杯製所 Oolab,21002,21
105556085524776,Twpca-台灣野良犬照護協會,Twpca-台灣野良犬照護協會,12121,5
286487218798,遠見雜誌,遠見雜誌,6602,6
136185963597716,Cheap,Cheap,6158,15
241284961029,udn.com 聯合新聞網,udn.com 聯合新聞網,5389,5
106801464127093,目目非營利 MUVE NPO,目目非營利,4932,7
177161918975981,基督教芥菜種會,基督教芥菜種會,3862,23
467933563234921,南門書局-網路圖書名店、也有實體店面，誠信可靠！,玉河 孫,3657,11
101176989480437,九槍 And Miles to Go Before I Sleep,These ads ran without a disclaimer,3639,6
1649523455281990,遠山呼喚,遠山呼喚國際貧童教育組織,3443,2
113021403762187,法律協會-債務協商 更生 清算 -全台服務,傢宇 吳,3288,2
727855827262810,林家興 Alfred Lin,林家興 Alfred Lin,2891,3
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,芸廷 林,2557,65
201785650801,亞洲大學(Asia University Taiwan),亞洲大學,2496,15
113761234998842,温宗諭,博盛侯,2356,3
158025223269,今周刊,今周刊,2247,10
246324992373019,傅崐萁,Evonne Hu,1989,3
1537741526464370,桃園市議長邱奕勝,奕勝 邱,1944,5
211730475524462,大陸委員會,大陸委員會,1776,5
186593071836,商業周刊（商周.com）,商業周刊（商周.com）,1550,3
327986657268286,高雄市議員李雅靜,廣諺 鄒,1431,1
124473380937123,勵馨基金會 The Garden of Hope Foundation,勵馨基金會 The Garden of Hope Foundation,1430,1
189061482332,張嘉郡,嘉郡張,1332,3
1506514762998978,花王微笑心生活,These ads ran without a disclaimer,1289,1
547129002067069,杜文中,文中 杜,1260,20
233140110222019,簡榮宗,艾普特媒體有限公司,1231,5
1487218698275407,南門書局二店-網路特價書店-也有實體店面，價格親民，誠信可靠的老店。（師友文化）,玉河 孫,1193,4
1855418728011324,鏡週刊,鏡週刊,1181,1
122825514432837,黃健豪-北屯漸好,健豪 黃,1104,1
439632663513867,Mapless Vision 新趨勢影視產業報,Mapless Vision 新趨勢影視產業報,1076,3
401843085061,台電電力粉絲團,台電,1011,2
1621835121361449,陳超明-阿明哥粉絲團,超明 陳,999,4
390569611008641,願景工程基金會 Vision Project,願景工程基金會,997,30
171759036215066,創世紀不動產教育訓練中心,Micky  Wu,970,16
105692292105892,黃士修,Shih-Hsiu Huang,969,3
231202420952272,新北市議員 廖先翔,先翔 廖,958,1
436843193180529,Unipapa,Unipapa,935,40
215213505975,FUNDAY英語教育,FUNDAY英語教育,931,1
103469901828540,挖貝 WaBay,挖貝 WaBay,903,3
490158560999121,MR. LIVING 居家先生,These ads ran without a disclaimer,892,5
104690535860982,楊永明,永明楊,819,3
606321216096498,李彥秀,李彥秀,815,2
104624290080479,張育美,翊斌黃,788,3
322447507832934,文茜的世界周報 Sisy's World News,文耀胡,707,1
126535244622269,台北市議員 李柏毅,李柏毅,703,1
100931462920625,Nxhbnd,These ads ran without a disclaimer,701,1
1649151078446134,卓冠廷,冠廷卓,690,19
1847777185521418,放言 Fount Media,放言科技傳媒股份有限公司,681,10
1610174722594689,鍾易仲  高雄市議員,鍾易仲,676,9
191690867518507,江啟臣,江啟臣,671,2
1587628301470657,林沛祥,沛祥林,667,3
127628276929,天下雜誌,These ads ran without a disclaimer,627,1
791870507594526,利樂創新界,利樂創新界,625,13
1212271885604995,社團法人愛的延續公益協會,庭 溢 張,620,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,611,2
235679595900,民視新聞,民視新聞,587,5
465616346853075,RE-THINK 重新思考,RE-THINK 重新思考,567,6
2505711192835704,安心貸-貸款理財專家,黃詩凭,545,1
449156429152075,麻吉理財顧問公司,黃詩凭,519,1
101297638763256,識媒體,識媒體,501,6
156810494451962,尚鼎之茶,These ads ran without a disclaimer,498,2
419217714880192,TVBS娛樂頭條,These ads ran without a disclaimer,492,1
104193848228778,PointLife點生活,PointLife點生活,489,1
285691048228640,新北市議員 劉哲彰,怡文 王,486,1
104805437969925,JERA 台灣捷熱能源,These ads ran without a disclaimer,481,1
108696572024879,民視佮你講（Bîn-sī kah lí kóng）,民視新聞,480,4
188358792124,聯經出版,聯經出版,462,4
1212271885604995,社團法人愛的延續公益協會,社團法人愛的延續公益協會,462,1
195094157238158,好立委 楊瓊瓔,宛儀林,445,4
262531920494874,財團法人金融消費評議中心,財團法人金融消費評議中心,442,1
1629474157289221,小牛頓,小牛頓科學教育有限公司,433,8
