Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,523
Bicol Region,3836
Cagayan Valley,2826
Calabarzon,18251
Caraga,1505
Central Luzon,11066
Central Visayas,6224
Cordillera Administrative Region,1346
Davao Region,3114
Eastern Visayas,2401
Ilocos Region,5091
Metro Manila,22236
Mimaropa,2331
Northern Mindanao,3956
Soccsksargen,2288
Unknown,≤100
Western Visayas,9208
Zamboanga Peninsula,2396
