Page ID,Page name,Disclaimer,Amount spent (PGK),Number of ads in Library
111505803727092,"Hon. Pila Niningi, LLB, MP",Thelma Kavanamur,≤100,1
208685479508187,U-Report Global,These ads ran without a disclaimer,≤100,2
223495844457800,China Plus Culture,These ads ran without a disclaimer,≤100,1
104197914934368,E.T. Gunnarsson,These ads ran without a disclaimer,≤100,1
712936602124528,"Pacific Theological College, Suva, Fiji Islands",These ads ran without a disclaimer,≤100,1
211278712925199,Amnesty International,These ads ran without a disclaimer,≤100,1
