Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
68793499001,UNICEF,UNICEF with Facebook Ad Credits,130714,8
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,23533,15
1087859964611855,Philippine Competition Commission,Philippine Competition Commission,19715,40
100350202335117,Benhur Abalos,Authority Asia Communications Inc.,10100,1
550013548423077,ECPAT Philippines,ECPAT Philippines with Facebook Ad Credits,5424,2
555503991321280,Geraldine Roman,Sulong Pilipinas,4788,3
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,3347,4
156752721080952,Sonny Angara,Sonny Angara,3050,9
112952897079549,Energy Development Corporation,Energy Development Corporation,2794,5
117453778282133,PhilCare,PhilCare,2747,2
100170811672425,Kyusi,WFPH,2654,19
495629064258114,Lolita Karen Javier,Amor U. Nacional,2585,4
969917173120995,Susan Yap,Sulong Pilipinas,2502,2
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,2485,1
126919387470670,Rufus B. Rodriguez,Rufus Bautista Rodriguez,2375,8
113238417024056,Anna Mae Yu Lamentillo,Anna Mae Yu Lamentillo,2285,8
240031043234904,Bicol News,Joshua Arroyo Pinca,2278,1
1566478310240623,Francis Tolentino,Francis Tolentino PH,2271,4
1922749344643532,The World Tonight,The World Tonight,2257,15
229162103880856,Wanna Fact PH,WFPH,2148,5
547821942058909,Radyo Pilipinas Today,WFPH,2138,10
128610328692158,Pasya PH,Women's Global Network for Reproductive Rights,2082,2
223618785182273,Pilipinas,WFPH,1984,7
505887912898325,Positive Energy,Energy Development Corporation,1873,1
163550757135020,News5,News5,1820,9
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,1787,4
324393636342,Ernix Dionisio,Ernesto Mijares Dionisio Jr.,1488,1
325780477966356,Geo 24/7,Energy Development Corporation,1440,2
269175894020945,Radyo Pilipinas Today,WFPH,1219,4
470742197006546,The Big News,WFPH,1049,2
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,1012,14
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,975,1
404729389612751,"Teodorico ""Nonong"" T Haresco, Jr",BIHA-MPC : People of Aklan,942,10
1840292579606063,Jam Jam Baronda,Jam Jam Baronda,897,4
1759941490758280,Jerry Treñas,Ma. Ruthmar Ignacio Gabileo,840,15
48688071399,Greenpeace Philippines,Greenpeace Philippines,799,1
105969951219886,Sibika.ph,Philippine Business for Education,737,1
237494442937195,Daily Guardian,Prometheus,703,1
257830240980106,Ronnie Dadivas,Roxas City United,665,2
1452648134951782,Local Government Unit of Solano,Mae Madelaine Galamay Danao,648,3
2101088876594734,MBS- Senior Deputy Speaker DOY Leachon,Ronalee Escondo Leachon,635,1
101382091400564,Atty. Tony Roman,Sulong Pilipinas,610,1
705660422953865,About Metro Pacific,WFPH,608,5
1329675533726600,Pilipinas Today QC,WFPH,606,2
106352075165169,e-Boto,e-Boto,597,4
100262295333622,USWAG Ilonggo Party-list,USWAG Ilonggo Party-list,592,1
284969294880824,Diakonie ČCE - Humanitární středisko,These ads ran without a disclaimer,536,1
470742197006546,The Big News,Gino Asos Samuel,531,1
1030706640379655,Pilipinas: Coal Free by 2030,Coal Free Philippines,519,2
100356406226660,Chary Nisce,Chary Nisce,509,1
529901257160994,Paz Radaza,Klin Mar Mejo,507,1
1344097822347905,Surigao Digital News,Surigao Digital News,500,1
265779500134955,SM Supermalls,SM Supermalls,460,3
102029749186072,Konsehal Abu Gino-gino,Emil Justin Angelo Guarte Gino-gino,458,2
245779419247809,Metro Manila Blog,WFPH,454,1
186667502068528,Larry De Costa,WFPH,444,5
333701057319933,MAYOR RAJIV ENAD,Rajiv Varron Enad,411,2
