Location name,Amount spent (VEF)
Amazonas,9999
Anzoátegui,1996296
Apure,413
Aragua,2767739
Barinas,377017
Bolívar (state),559546
Capital District,8447805
Carabobo,3538299
Cojedes,37904
Delta Amacuro,155
Falcón,332676
Guárico,250671
Lara,1004387
Miranda (state),1862374
Monagas,250671
Mérida,4034552
Nueva Esparta,252271
Portuguesa,251910
Sucre,124750
Trujillo,263579
Táchira,2041175
Unknown,≤100
Vargas,498047
Yaracuy,342261
Zulia,4594465
