Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
1439827996248795,Belize City Council,Belize City Council,≤100,10
103544829416602,"San Pedro Women, Youths & Children Affairs","San Pedro Women, Youths & Children Affairs",≤100,1
111068872040824,Super Quiz,These ads ran without a disclaimer,≤100,2
109353154135430,E.N. Publishing,These ads ran without a disclaimer,≤100,1
110822558440660,Brackish Babe,These ads ran without a disclaimer,≤100,1
605180843301571,Familias defensoras del planeta,These ads ran without a disclaimer,≤100,1
176104589110851,IEEE,These ads ran without a disclaimer,≤100,1
1027626217435226,Richouses,These ads ran without a disclaimer,≤100,1
450326391674911,Allianz,These ads ran without a disclaimer,≤100,1
106950715510480,Luciana Ponce,These ads ran without a disclaimer,≤100,1
