Location name,Amount spent (USD)
Ahmadi Governorate,279
Capital Governorate,3633
Farwaniya Governorate,1257
Hawalli Governorate,1617
Jahra Governorate,≤100
Mubarak Al-Kabeer Governorate,≤100
Unknown,≤100
