Location name,Amount spent (VEF)
Amazonas,864
Anzoátegui,1037874
Apure,305053
Aragua,1584328
Barinas,779132
Bolívar (state),1195316
Capital District,4707645
Carabobo,2699998
Cojedes,252970
Delta Amacuro,864
Falcón,864447
Guárico,267137
Lara,1283667
Miranda (state),1070290
Monagas,524434
Mérida,1289033
Nueva Esparta,548640
Portuguesa,774542
Sucre,303803
Trujillo,626120
Táchira,1993112
Vargas,327170
Yaracuy,629600
Zulia,3870650
