Location name,Amount spent (VND)
An Giang Province,11998
Bà Rịa–Vũng Tàu Province,41943
Bình Dương Province,37061
Bình Phước Province,4771
Bình Thuận Province,9108
Bình Định Province,9109
Bạc Liêu Province,2065
Bắc Giang Province,12472
Bắc Kạn Province,772
Bắc Ninh Province,13195
Bến Tre Province,8402
Cao Bằng Province,2250
Cà Mau Province,4696
Cần Thơ,12991
Da Nang,34907
Gia Lai Province,38294
Haiphong,9556
Ho Chi Minh City,3263749
Hà Giang Province,2969
Hà Nam Province,3397
Hà Tĩnh Province,5509
Hòa Bình Province,2942
Hưng Yên Province,7877
Hải Dương Province,13039
Hậu Giang Province,1258
Khánh Hòa Province,11621
Kiên Giang Province,10315
Kon Tum Province,2904
Lai Châu Province,314
Long An Province,516235
Lào Cai Province,5997
Lâm Đồng Province,11776
Lạng Sơn Province,3796
Nam Định Province,12816
Nghệ An Province,22159
Ninh Bình Province,19886
Ninh Thuận Province,2278
Phú Thọ Province,8909
Phú Yên Province,4714
Quảng Bình Province,5296
Quảng Nam Province,10534
Quảng Ngãi Province,8562
Quảng Ninh Province,11997
Quảng Trị Province,6592
Sóc Trăng Province,4258
Sơn La Province,4403
Thanh Hóa Province,28181
Thái Bình Province,9746
Thái Nguyên Province,12719
Thừa Thiên–Huế Province,26140
Tiền Giang Province,6954
Trà Vinh Province,4865
Tuyên Quang Province,4299
Tây Ninh Province,533393
Vĩnh Long Province,4890
Vĩnh Phúc Province,8261
Yên Bái Province,3677
Điện Biên Province,5246
Đắk Lắk Province,14763
Đắk Nông Province,3037
Đồng Nai Province,81529
Đồng Tháp Province,6544
