Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
60516116431,Člověk v tísni,Člověk v tísni o.p.s.,42228,29
314038193269,211 - Zdravotní pojišťovna ministerstva vnitra ČR,Zdravotní pojišťovna ministerstva vnitra ČR,12272,23
2214398435317853,CNN Prima NEWS,FTV Prima,4946,1
176688316811,Vodafone CZ,Vodafone Czech Republic a.s.,4571,2
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,2905,5
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,2566,4
107898832590939,European Commission,European Commission,2373,5
108726857444837,České zájmy v EU,DFMG,2328,8
137778619615350,Voyo.cz,TV Nova s. r. o.,2103,13
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,1859,5
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,1843,4
104768355190287,Sázíme Česko,PlanetWe Rewild s.r.o.,1804,4
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,1754,9
397919187215,Evropská komise v ČR,Evropská komise v ČR,1396,2
197010357446014,Ondřej Prokop,Ondrej Prokop,1248,2
356451014434612,Marian Jurečka,KDU-ČSL,1246,9
424114981002397,Český rozhlas Plus,Český rozhlas,1066,24
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,819,6
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",813,9
203656526961481,Klub Pátečníků - patecnici.cz,Klub Pátečníků s.r.o.,699,6
287724754662359,HateFree Culture,HateFree Culture,629,2
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,583,4
394570898000897,Kniha Revoluce - Jakub Trpiš,Jakub Trpis,568,23
693725074166331,Naše zdravotnictví,Naše zdravotnictví,559,5
1416733788557863,Pravda o vodě a voda lidem,Pravda o vodě a voda lidem,545,2
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,542,3
1757913860945739,ORLEN Unipetrol,ORLEN Unipetrol a.s.,537,1
107996628144164,PRAHA 6 SOBĚ,PRAHA SOBĚ,517,6
227416910669250,Komora daňových poradců ČR,Komora daňových poradců ČR,493,6
248770028560533,Integrační centrum Praha / Integration centre Prague,Integrační centrum Praha / Integration centre Prague,488,6
102500511866371,Karel Smetana,Karel Smetana,437,4
251656685576,KDU-ČSL,KDU-ČSL,409,2
43855944703,Svobodní,Svobodní,409,9
171936526824,EKONOM.cz,"Economia, a.s.",405,3
100201752249169,Spolu21,Občanská demokratická strana,402,2
103059308644099,Replastuj.cz,Replastuj.cz,396,1
90002267161,TOP 09,TOP 09,390,5
495496033796328,Stanislav Blaha,Stanislav Blaha,379,4
163186777045684,Piráti Královéhradecký kraj,Česká pirátská strana,370,7
332418787330819,VOK - Volba pro kraj,"Volba pro kraj, politické hnutí",357,3
1382379128444365,Margita Balaštíková - poslankyně,Margita Balaštíková,352,2
2242877092705890,Adam Zábranský - pražský radní,Česká pirátská strana - Praha,348,2
117823623864,Transparency International ČR,Transparency International ČR,341,2
109664387308142,Poradna pro obce,KVB advokátní kancelář s.r.o.,327,4
100609955039699,Corrency,Corrency,316,2
130631260290858,Piráti Středočeský kraj,Česká pirátská strana,313,1
369035059843617,REMAX Delux,Tomáš Šimek,300,6
103779080972210,Youradio Talk,Youradio Talk,282,3
579215965436046,JSNS,"Člověk v tísni, o.p.s.",264,4
460558621177512,Zálohujme.cz,Zálohujme,256,1
416190415243,Fakulta životního prostředí - ČZU v Praze,Fakulta životního prostředí,251,20
124152241443,Čmelák - Společnost Přátel Přírody,Čmelák - Společnost přátel přírody,220,7
1350973788305064,Euro-Sportring International Tournaments,These ads ran without a disclaimer,211,1
159935454034044,Pirátská strana - Karlovarský kraj,Česká pirátská strana,206,3
107341405343516,Mise Ukrajina,Mise Ukrajina,205,5
154228456802,Divadlo v Řeznické,"Divadlo v Řeznické, o. p. s.",205,3
1395881230682843,Luděk Niedermayer,Luděk Niedermayer,200,1
321762510282,Michal Kučera,Michal Kučera,197,2
178362315106,European Parliament,European Parliament,187,2
275383259179951,Tepelná čerpadla IVT,Tepelná čerpadla IVT,184,4
378827025796132,Peak.cz,Peak.cz,178,15
284944781875,EURACTIV.cz,EURACTIV.cz,175,7
587682004653785,Piráti Praha,Česká pirátská strana - Praha,175,1
114236067117538,Zbyněk Miklík,Zbyněk Miklík,168,1
849315472073267,Charita ve světě / Caritas Czech Republic in the world,Charita Česká republika,166,3
220814337523,Kurzy.cz,"Kurzy.cz, spol. s r.o.",158,11
110858965631193,Klimatická koalice,"Centrum pro dopravu a energetiku, z.s.",158,2
