Location name,Amount spent (CLP)
Antofagasta Region,94225
Araucanía Region,137223
Arica y Parinacota Region,55901
Atacama Region,26621
Aysén Region,19992
Bío Bío Region,293535
Coquimbo Region,123011
Los Lagos Region,116611
Los Ríos Region,46158
Magallanes y la Antártica Chilena Region,23330
Maule Region,123002
O'Higgins Region,103867
Santiago Metropolitan Region,1356340
Tarapacá Region,43087
Unknown,245
Valparaíso Region,312351
