Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
108210648333964,محمود طاهر -Mahmoud Taher,محمود طاهر -Mahmoud Taher,2200,14
102883459081121,Mohamed Taher - محمد طاهر,Mohamed Taher - محمد طاهر,1969,8
114229523780037,أحمد إبراهيم البنا - Ahmed Ibrahim Elbanna,Ahmed El Banna,1382,1
100835565731657,Ahmed Amin Massoud - أحمد أمين مسعود,Ahmed Amin Massoud - أحمد أمين مسعود,1099,3
798673866859390,ETC TV,ETC TV,868,25
101413676017001,Box2Box مع محمد شبانة,محمد السيد عبد الستار,618,2
550280998481446,Rasha Kelej,Rasha Kelej,591,8
282759032673313,مهندس محمد سعد الصمودي,محمد سعد الصمودي,539,2
110877857406073,المهندس حسام لبن,المهندس حسام لبن,489,4
273900239400893,نقابة المحامين المصرية,نقابة المحامين المصرية,432,5
192320965049184,الإعلامية نيفين منصور,Nivine Mansour,320,5
117690156743688,النائب حافظ عمران,Shôükrý Ömrãñ,307,3
106450555171099,مجدي البري - Magdy Elbery,مجدي البري - Magdy Elbery,273,4
105096455624550,Tamer abdelhamid - تامر عبد الحميد,Tamer abdelhamid - تامر عبد الحميد,254,5
100410139482755,صفحة النائب محمد الجارحي لخدمات المواطنين,محمد السيد عبد الستار,254,1
103153825887825,NAS Aviation Academy - أكاديمية ناس للطيران,These ads ran without a disclaimer,230,2
112072071382470,أحمد الفار - Ahmed Elfar,Noha Mohamed Ibrahim,228,2
106719921012688,Ahmed Bahaa Shalaby-أحمد بهاء شلبي,Integrated Marketing Communications For Media.IMC,194,6
2102862883129084,حجازى للاستشارات القانونية,حجازى للاستشارات القانونية,170,1
102806525317449,Delta Landmark,Delta Landmark,166,4
118992379972310,Fatmah Selim - فاطمة سليم,Fatmah Selim - فاطمة سليم,161,2
103745798627292,المستشار ماهر ميلاد اسكندر,المستشار ماهر ميلاد اسكندر,149,2
102752291431181,المهندس حازم الجندي - Hazem ElGendy,المهندس حازم الجندي - Hazem ElGendy,138,4
101586878327765,Hassanein Tawfiq - حسانين توفيق,Hassanein Tawfiq - حسانين توفيق,137,3
103086629281243,محمد الشنراوي,محمد الشنراوي,134,2
103409335143083,MODON Developments,These ads ran without a disclaimer,131,1
801866783213943,محمد طلبة - Mohamed Tolba,Mohamed Elsayed Tolba,117,2
107767437680846,أحمد صلاح الطاروطي,Suzie Raafat,112,1
103204975886755,البديوي السيد - الصفحة الرسمية,Mohamed Elbedewy,109,3
282421105588262,Alraees News- الرئيس نيوز,Kareem Ahmed Abdul Ghani,107,2
103315778193642,الصفقة,Kareem Ahmed Abdul Ghani,101,1
109936327458983,وليد صلاح التمامى ـ عضو مجلس الشيوخ المصري,وليد صلاح التمامى ـ عضو مجلس الشيوخ المصري,≤100,1
456752884664906,الدكتور / على بدر عضو مجلس النواب أمين اللجنة الدستورية والتشريعية,سمير على,≤100,2
