Location name,Amount spent (VEF)
Amazonas,1125
Anzoátegui,505749
Apure,122250
Aragua,1263500
Barinas,311109
Bolívar (state),511250
Capital District,2997828
Carabobo,3511250
Cojedes,103625
Delta Amacuro,≤100
Falcón,455682
Guárico,229750
Lara,1010125
Miranda (state),4338099
Monagas,320876
Mérida,538126
Nueva Esparta,253375
Portuguesa,254657
Sucre,252970
Trujillo,253375
Táchira,1013353
Unknown,257875
Vargas,538963
Yaracuy,247000
Zulia,5272500
