Location name,Amount spent (CZK)
Central Bohemian Region,5061
Hradec Králové Region,1884
Karlovy Vary Region,1098
Liberec Region,1559
Moravian-Silesian Region,4621
Olomouc Region,2874
Pardubice Region,2572
Plzeň Region,3217
Prague,11398
South Bohemian Region,2369
South Moravian Region,5863
Unknown,≤100
Vysočina Region,3023
Zlín Region,2836
Ústí nad Labem Region,4393
