Location name,Amount spent (ARS)
Buenos Aires,1093116
Catamarca,60700
Chaco,103189
Chubut,90442
Ciudad Autónoma de Buenos Aires,299881
Corrientes,46805
Córdoba,2555388
Entre Rios,115628
Formosa,21497
Jujuy,25409
La Pampa,113097
La Rioja,34398
Mendoza,78625
Misiones,200215
Neuquén,559858
Río Negro,182247
Salta,245585
San Juan,160549
San Luis,115960
Santa Cruz,19082
Santa Fe,412926
Santiago del Estero,20210
Tierra del Fuego,62877
Tucuman,109092
Unknown,≤100
